transaction_id,project_id,freelancer_id,client_id,project_value,platform_commission,transaction_date,payment_status
947,5358,1224,400,1460.70,249.93,2024-07-30,Paid
948,5964,146,551,413.35,112.49,2025-02-18,Paid
949,3119,270,858,2533.45,195.60,2026-03-04,Paid
950,1593,1313,513,558.67,112.08,2025-08-08,Paid
951,5185,318,314,1300.94,114.40,2026-01-05,Pending
952,4847,1746,37,1729.09,269.14,2025-01-20,Paid
953,5218,2608,1127,2937.25,126.38,2025-10-10,Pending
954,2929,1795,937,958.60,292.65,2025-06-16,Paid
955,1231,933,1162,3052.33,54.97,2025-12-22,Paid
956,1513,356,987,1306.62,40.40,2024-09-23,Pending
957,5007,2702,672,710.77,299.55,2025-08-26,Pending
958,3868,1436,659,2294.79,67.13,2026-02-13,Pending
959,3908,1559,365,617.99,45.36,2025-05-15,Pending
960,504,405,595,3093.90,24.69,2025-12-12,Pending
961,1508,1194,500,2791.70,153.75,2025-07-29,Pending
962,482,1679,533,2121.31,46.71,2024-12-26,Paid
963,5146,1106,59,3061.10,269.63,2025-02-03,Pending
964,3082,9,1153,1193.35,185.30,2024-11-27,Pending
965,5735,1468,935,222.63,113.12,2026-02-27,Paid
966,5885,870,184,1225.63,276.60,2024-08-16,Pending
967,2401,2461,592,1460.28,296.81,2025-07-03,Paid
968,5696,1644,230,1886.21,55.78,2026-02-07,Pending
969,312,2878,75,860.46,257.33,2025-07-16,Paid
970,3863,2001,148,1798.11,78.57,2024-10-14,Paid
971,3856,2661,1079,1166.43,74.32,2024-08-09,Pending
972,2566,2225,409,1680.54,158.07,2026-02-25,Paid
973,2185,631,1191,2309.03,94.58,2025-11-21,Paid
974,2359,1933,753,479.63,188.58,2025-09-28,Paid
975,977,2315,149,2630.84,169.15,2025-12-18,Paid
976,5272,1253,863,482.68,308.91,2025-03-19,Pending
977,4099,2510,926,1259.86,160.23,2025-11-18,Pending
978,2144,2243,787,2592.77,45.24,2026-02-23,Pending
979,5872,2008,714,620.12,302.65,2024-10-05,Pending
980,2520,2408,499,820.82,72.52,2025-02-02,Pending
981,4380,717,956,1783.07,226.59,2025-07-07,Pending
982,4683,1638,514,2949.99,177.21,2025-02-02,Pending
983,942,378,1047,873.30,135.17,2024-12-15,Paid
984,4786,616,148,1241.22,300.91,2026-02-19,Paid
985,3850,264,1108,2853.04,204.19,2025-03-22,Paid
986,1002,265,475,1031.56,98.13,2025-05-12,Pending
987,5814,2184,605,1054.13,238.45,2025-06-01,Pending
988,315,1638,263,699.69,277.41,2025-08-17,Pending
989,4118,2508,68,376.65,51.48,2025-01-08,Paid
990,216,1515,256,2764.43,99.48,2025-06-27,Paid
991,1793,2477,938,2454.71,206.99,2024-12-16,Paid
992,1019,1408,219,1652.12,109.68,2024-07-27,Paid
993,1787,70,242,494.97,65.70,2025-01-18,Pending
994,898,1032,550,292.79,238.18,2025-04-22,Paid
995,4349,2423,876,1622.99,260.59,2025-01-17,Pending
996,114,1231,106,2280.65,267.23,2025-06-15,Pending
997,608,2852,1132,887.77,270.74,2026-02-21,Pending
998,1985,2676,902,3065.44,134.01,2024-09-04,Pending
999,5783,1908,835,1570.14,267.49,2024-08-01,Paid
1000,5918,1435,1178,903.78,53.60,2025-02-21,Paid
1001,2266,1152,269,3088.97,293.99,2025-04-10,Pending
1002,1169,968,1011,2951.30,250.03,2025-07-08,Paid
1003,2059,322,1171,777.97,184.51,2024-08-13,Pending
1004,1653,1341,1149,2523.53,140.59,2026-02-06,Paid
1005,5085,1866,660,2002.34,245.02,2025-04-29,Paid
1006,776,2022,502,2348.79,202.02,2024-09-14,Paid
1007,1656,525,582,374.65,154.82,2025-06-20,Pending
1008,4695,1750,832,1777.31,168.72,2025-01-28,Pending
1009,1311,498,738,1255.73,259.83,2026-02-11,Paid
1010,3989,1492,634,1119.07,265.80,2025-02-16,Pending
1011,2232,956,419,1597.71,191.12,2025-04-19,Paid
1012,1473,248,714,2849.36,262.80,2025-09-27,Paid
1013,5094,1031,724,751.12,240.44,2024-12-19,Pending
1014,1469,416,727,354.88,153.69,2025-06-04,Pending
1015,3488,2383,107,1684.93,229.08,2024-11-20,Paid
1016,3809,1705,572,2746.85,31.78,2025-07-17,Pending
1017,1508,2727,73,2051.74,41.13,2025-09-30,Paid
1018,5322,1143,26,2518.71,73.69,2025-11-13,Pending
1019,681,2405,749,2600.17,250.14,2024-09-18,Pending
1020,3605,297,16,575.74,278.36,2026-01-27,Paid
1021,3856,553,909,3013.92,316.79,2025-06-25,Pending
1022,933,2460,695,2432.11,286.36,2024-08-07,Paid
1023,1866,682,370,2763.63,48.69,2025-01-12,Paid
1024,3658,2634,905,3068.58,253.23,2025-10-05,Pending
1025,3018,552,730,838.28,221.45,2025-01-03,Paid
1026,5295,2984,749,2446.77,222.90,2025-04-29,Paid
1027,2806,1039,1193,449.63,207.84,2026-02-16,Pending
1028,4509,577,1181,2775.25,119.72,2026-02-21,Paid
1029,1999,2315,1166,1289.77,159.79,2024-09-11,Paid
1030,926,1604,338,2742.95,182.92,2025-06-11,Pending
1031,5627,2385,1091,1518.92,60.48,2025-10-21,Paid
1032,2000,617,150,2828.18,87.01,2025-09-13,Paid
1033,5923,2412,838,527.50,86.11,2026-02-27,Paid
1034,2164,306,422,932.99,175.35,2025-09-20,Pending
1035,2938,2050,1021,1651.25,275.62,2026-02-19,Paid
1036,4710,2717,148,1464.89,188.88,2025-05-03,Pending
1037,5976,1779,543,482.26,50.77,2025-05-13,Paid
1038,1499,824,868,1954.52,199.12,2025-08-20,Paid
1039,5812,1087,299,1413.26,115.30,2026-02-25,Paid
1040,4901,751,258,808.26,223.91,2025-05-26,Paid
1041,2844,1801,937,2730.88,106.74,2026-01-10,Pending
1042,3093,1678,682,2930.54,185.69,2025-10-20,Paid
1043,5972,1627,1084,2111.95,97.56,2024-08-08,Paid
1044,4487,624,210,1439.55,168.76,2025-08-19,Paid
1045,1486,2629,662,268.20,71.62,2025-05-22,Pending
1046,1077,1114,1062,1110.76,96.94,2024-10-29,Paid
1047,5488,10,709,948.10,111.78,2025-11-07,Paid
1048,3279,744,875,1823.52,157.93,2024-12-10,Paid
1049,4274,729,35,2963.61,143.25,2024-08-30,Pending
1050,4318,2490,934,263.73,134.95,2024-08-14,Paid
1051,3879,1476,286,743.19,162.71,2024-08-26,Paid
1052,791,631,646,1970.62,112.55,2025-05-30,Paid
1053,5398,1098,1191,1654.70,68.02,2025-07-01,Pending
1054,3947,1702,325,2978.75,280.31,2025-02-06,Pending
1055,3081,2856,175,853.19,98.33,2024-12-24,Pending
1056,5104,1824,215,1521.44,101.50,2024-07-22,Pending
1057,4680,997,123,611.74,123.54,2025-03-04,Paid
1058,245,1271,661,1909.30,23.48,2025-08-21,Paid
1059,2187,1646,762,2221.38,260.01,2025-07-22,Paid
1060,588,837,203,1612.09,285.16,2026-01-23,Pending
1061,5710,413,325,1787.44,275.26,2025-11-11,Paid
1062,1067,1562,1039,1971.05,91.50,2025-01-03,Paid
1063,3823,739,923,1087.83,88.56,2026-01-01,Pending
1064,1354,737,1039,1028.72,284.66,2024-09-22,Paid
1065,2955,2529,396,843.51,190.07,2025-10-29,Paid
1066,5030,2917,690,3012.22,132.45,2026-01-05,Pending
1067,5937,2054,1084,894.35,192.18,2025-05-13,Paid
1068,3439,303,334,509.88,270.91,2025-06-18,Paid
1069,2635,1719,991,230.86,63.27,2025-02-06,Paid
1070,1268,1859,415,155.29,283.96,2025-09-05,Pending
1071,475,714,351,823.70,54.24,2024-12-02,Pending
1072,4070,2626,1115,1361.24,256.19,2025-01-02,Pending
1073,3117,2559,842,1157.49,165.84,2024-11-09,Pending
1074,4452,1624,650,2089.73,245.23,2024-12-28,Pending
1075,4868,1021,499,1439.48,87.69,2025-07-26,Pending
1076,935,1241,1198,2152.51,38.35,2024-12-11,Paid
1077,1253,1371,494,2675.54,218.40,2026-02-22,Pending
1078,4405,1024,780,2112.48,185.77,2024-09-08,Paid
1079,4629,491,164,2418.93,62.72,2025-09-22,Pending
1080,4903,2256,234,1560.51,31.97,2025-09-13,Pending
1081,5832,191,732,1631.62,153.05,2026-01-08,Paid
1082,5782,243,124,2671.95,145.09,2025-12-31,Paid
1083,1920,2920,391,1464.69,315.69,2025-06-13,Pending
1084,4215,2029,731,2353.65,264.81,2025-01-22,Pending
1085,43,1373,1170,2715.56,245.09,2025-09-13,Paid
1086,588,2,52,2177.73,101.77,2025-12-29,Pending
1087,5368,1026,587,132.92,105.87,2025-10-22,Paid
1088,5575,1322,792,2328.33,119.90,2025-07-21,Pending
1089,5867,699,689,529.85,31.49,2025-01-26,Paid
1090,3298,297,84,1024.87,268.41,2025-06-11,Paid
1091,269,885,461,2129.09,299.06,2025-11-03,Paid
1092,1410,2961,35,1737.31,319.85,2025-08-19,Pending
1093,1452,1400,866,1134.59,225.22,2024-11-27,Pending
1094,583,1492,480,1557.70,150.60,2025-10-09,Paid
1095,5468,1124,675,1487.51,23.12,2025-04-09,Pending
1096,4662,2192,120,2445.94,33.00,2025-02-02,Paid
1097,775,298,727,2219.64,287.36,2025-11-06,Paid
1098,1697,2740,1053,164.05,65.97,2026-03-09,Paid
1099,4492,2864,648,1552.41,54.74,2026-01-15,Paid
1100,5836,2207,1024,2094.11,237.75,2024-09-12,Pending
1101,3050,867,153,1103.05,127.87,2025-02-08,Paid
1102,3943,2987,994,864.49,88.70,2025-03-02,Pending
1103,372,1092,684,1389.44,23.92,2024-12-17,Paid
1104,3391,2950,834,415.34,197.19,2024-09-13,Pending
1105,3693,1430,820,2842.38,116.03,2025-09-20,Pending
1106,324,1016,941,804.17,70.66,2025-01-07,Paid
1107,767,1251,1029,2215.34,58.20,2024-11-08,Pending
1108,5857,2663,1102,706.76,188.67,2025-01-02,Pending
1109,2677,1151,469,2986.89,103.55,2025-02-18,Paid
1110,1779,838,111,1461.97,315.97,2025-04-28,Pending
1111,1100,2222,488,1431.94,83.26,2025-07-26,Paid
1112,5424,2206,789,219.85,137.31,2026-02-28,Pending
1113,1747,521,896,352.78,148.85,2025-10-02,Paid
1114,524,2394,295,1834.87,34.48,2025-10-24,Paid
1115,2807,1566,264,2067.14,100.61,2025-11-19,Paid
1116,1208,2620,1097,499.41,251.97,2026-01-02,Paid
1117,1725,654,1064,2086.44,190.38,2025-08-02,Paid
1118,2465,1447,38,1496.24,112.04,2025-09-19,Paid
1119,3560,1335,559,2759.91,33.50,2024-09-05,Paid
1120,292,2695,404,1773.78,306.05,2025-07-01,Paid
1121,4191,2664,503,367.51,237.66,2024-09-03,Paid
1122,554,1460,1157,2328.47,269.56,2025-08-30,Pending
1123,1773,1098,1031,726.02,108.71,2024-11-13,Paid
1124,3895,1349,502,1260.62,199.00,2025-07-13,Paid
1125,3048,2703,904,3087.59,177.98,2026-01-09,Paid
1126,4409,1702,693,2013.43,168.76,2025-10-07,Paid
1127,3584,1465,1104,1259.34,252.83,2024-12-30,Paid
1128,5318,974,745,1741.25,87.40,2026-01-09,Paid
1129,5391,258,530,1445.94,203.63,2025-06-24,Pending
1130,577,2489,277,1527.43,153.57,2025-03-12,Paid
1131,3742,1604,460,1440.62,44.57,2025-05-16,Pending
1132,863,1288,307,306.51,261.66,2025-07-07,Pending
1133,3521,893,123,3017.75,23.02,2025-08-30,Paid
1134,3129,2190,641,2330.30,206.21,2025-11-13,Pending
1135,423,2817,892,2453.93,69.64,2025-12-17,Pending
1136,4206,2864,498,623.83,284.87,2025-08-27,Paid
1137,5049,1229,1167,2970.48,208.94,2025-05-05,Paid
1138,546,2212,1005,2961.99,284.36,2025-03-17,Paid
1139,4376,2020,898,693.58,257.37,2025-08-21,Pending
1140,4475,936,1118,2694.27,119.59,2025-06-22,Pending
1141,4880,1218,378,3087.23,318.51,2025-06-06,Pending
1142,194,1327,845,2513.46,269.57,2025-11-02,Paid
1143,1535,235,962,2828.61,130.99,2024-10-03,Paid
1144,5761,377,389,1232.31,297.76,2024-09-30,Paid
1145,1148,2156,890,790.11,128.21,2026-02-01,Paid
1146,1430,152,604,253.37,117.49,2025-03-13,Pending
1147,632,1508,680,2781.35,305.17,2025-11-16,Paid
1148,4752,1081,551,2855.71,197.80,2025-04-16,Pending
1149,2756,434,1096,209.41,287.17,2025-11-12,Pending
1150,2984,1676,744,2837.04,208.43,2026-01-05,Paid
1151,4239,1521,1058,2434.19,216.06,2024-07-29,Paid
1152,5279,1306,1158,1005.99,200.40,2025-12-29,Paid
1153,2458,2136,1085,2648.67,54.98,2025-07-16,Paid
1154,5275,238,232,2985.44,238.59,2025-02-09,Paid
1155,4137,2157,470,456.79,203.04,2025-06-26,Pending
1156,3842,2411,616,1742.21,242.51,2024-09-25,Paid
1157,5781,328,176,1434.97,104.34,2026-02-20,Pending
1158,2248,1840,62,3084.61,40.47,2024-11-15,Pending
1159,3931,2124,235,844.46,297.38,2025-07-21,Paid
1160,3390,1779,556,2092.94,159.89,2024-12-01,Pending
1161,3550,1257,1047,2420.33,141.23,2025-07-26,Pending
1162,278,711,313,1705.43,182.31,2024-12-25,Pending
1163,3696,2454,326,119.13,206.05,2024-10-24,Pending
1164,3470,1126,189,401.11,192.79,2025-12-30,Pending
1165,4139,1448,908,739.67,32.57,2025-05-28,Paid
1166,2893,2057,990,2153.69,299.95,2024-12-17,Pending
1167,3368,105,281,2050.01,116.23,2025-09-30,Pending
1168,252,2986,126,306.78,133.65,2025-10-15,Paid
1169,1659,1669,245,1475.32,203.48,2025-12-03,Paid
1170,5818,2588,135,650.02,174.67,2024-08-19,Paid
1171,2519,614,175,1748.32,237.07,2024-08-02,Paid
1172,3066,285,280,2537.24,100.99,2024-11-23,Pending
1173,5951,1872,7,2029.59,33.61,2025-06-28,Paid
1174,1982,2606,152,2597.91,211.77,2024-07-27,Paid
1175,4710,91,846,1912.52,101.12,2024-10-19,Pending
1176,1631,2171,156,2871.52,248.87,2024-11-13,Pending
1177,4684,180,359,2761.09,209.41,2024-10-23,Pending
1178,4208,1804,99,744.33,159.45,2024-10-23,Pending
1179,62,336,855,1264.11,168.18,2025-11-11,Paid
1180,5310,127,179,2704.61,79.55,2024-08-06,Paid
1181,2955,2358,525,1605.57,80.12,2025-07-12,Paid
1182,4511,1761,66,2347.60,185.69,2025-07-06,Paid
1183,3991,2070,474,936.10,277.75,2025-09-06,Paid
1184,3848,2126,1030,1891.52,237.42,2024-12-23,Paid
1185,2258,1526,67,777.59,289.56,2025-03-23,Pending
1186,908,1807,767,1867.77,72.13,2025-01-14,Pending
1187,3743,1108,1044,1149.44,210.87,2024-12-25,Pending
1188,707,991,650,130.11,177.27,2024-11-25,Paid
1189,477,613,279,2552.19,256.92,2025-01-25,Paid
1190,2453,709,537,1254.46,230.63,2024-12-26,Paid
1191,4889,801,689,2230.81,235.79,2025-12-12,Paid
1192,3620,2523,807,972.74,180.31,2025-03-04,Paid
1193,2897,2544,82,769.55,153.75,2024-08-08,Pending
1194,5342,1040,726,1745.37,88.83,2025-05-22,Pending
1195,763,1558,674,2274.19,227.84,2025-03-26,Pending
1196,4348,2601,932,1174.70,214.95,2026-01-20,Pending
1197,2534,1133,1147,2809.88,107.77,2025-10-16,Pending
1198,4350,2683,691,1379.48,58.05,2025-12-20,Pending
1199,2128,2182,1171,1857.62,74.36,2025-10-20,Pending
1200,5243,2038,768,1109.04,215.63,2025-02-06,Paid
1201,768,1997,1195,1690.98,121.05,2026-03-06,Paid
1202,2282,2903,899,819.99,68.99,2024-08-05,Paid
1203,1475,2645,1145,1994.34,210.17,2024-09-25,Pending
1204,656,2742,74,2235.69,273.12,2025-02-26,Paid
1205,5647,1592,791,1501.86,22.59,2025-07-05,Paid
1206,3200,1100,111,1367.07,68.65,2026-02-26,Pending
1207,1720,1220,308,917.78,231.82,2024-09-20,Paid
1208,4737,2288,1100,492.72,96.90,2024-12-04,Paid
1209,590,1113,858,1244.98,240.49,2025-05-29,Pending
1210,796,2263,95,1437.75,184.08,2025-09-14,Pending
1211,732,2324,616,1624.22,233.10,2025-10-31,Paid
1212,3818,147,909,2629.16,113.06,2025-07-12,Pending
1213,3915,108,812,2842.36,122.57,2024-08-04,Paid
1214,5800,1597,35,193.48,231.67,2025-03-11,Pending
1215,3480,2378,1028,696.04,126.09,2024-12-04,Pending
1216,4012,2130,367,198.91,287.80,2025-09-13,Pending
1217,4691,490,997,697.40,75.43,2025-06-12,Paid
1218,2786,714,174,2658.07,250.71,2025-11-10,Paid
1219,1641,2516,127,1735.52,44.96,2025-02-23,Paid
1220,5065,2962,8,203.59,66.57,2025-11-20,Pending
1221,1879,64,681,2172.94,249.79,2025-01-17,Pending
1222,2254,1410,483,1973.68,239.47,2025-11-08,Pending
1223,3782,2814,840,3093.46,125.19,2025-02-10,Pending
1224,3762,2182,394,839.29,54.88,2025-02-23,Pending
1225,1369,808,414,2222.52,287.96,2025-09-30,Pending
1226,4395,255,698,2979.21,89.77,2025-03-09,Pending
1227,5813,1586,1067,2356.19,299.86,2025-07-24,Pending
1228,925,402,1138,2632.32,311.60,2025-04-27,Pending
1229,4709,59,1076,3081.92,38.53,2024-08-14,Pending
1230,3351,753,109,2258.76,141.89,2025-10-12,Pending
1231,4321,1624,561,966.42,104.08,2025-10-28,Pending
1232,97,687,875,1804.12,92.98,2025-03-02,Pending
1233,3115,1044,881,1696.20,268.67,2025-10-12,Paid
1234,1472,764,482,3096.38,40.71,2025-06-19,Pending
1235,3828,2927,409,1489.99,174.61,2025-03-26,Paid
1236,5760,1853,501,3052.38,58.03,2024-08-19,Paid
1237,3740,2718,62,1554.11,103.31,2025-07-03,Paid
1238,5843,2674,154,894.19,307.12,2025-04-05,Paid
1239,993,901,259,432.37,289.97,2025-10-13,Pending
1240,2208,2054,880,2771.42,305.05,2025-08-17,Paid
1241,3737,497,515,2927.96,55.52,2025-04-25,Paid
1242,1153,2023,7,1488.72,272.84,2024-12-27,Paid
1243,103,2199,33,217.34,53.60,2024-09-07,Pending
1244,1724,1514,328,764.49,132.11,2025-03-29,Paid
1245,5097,1690,1162,3004.44,50.89,2024-08-02,Pending
1246,4823,330,272,947.32,206.54,2025-12-07,Pending
1247,2894,2310,999,1494.66,198.22,2025-11-08,Pending
1248,1582,1755,673,194.70,70.67,2025-08-27,Pending
1249,431,2704,337,1632.95,257.13,2024-07-31,Pending
1250,1968,1282,1191,2986.95,179.77,2025-10-10,Pending
1251,1857,725,923,2209.27,238.52,2024-11-27,Pending
1252,1649,2729,1080,1678.40,257.95,2025-12-08,Paid
1253,4574,2185,1033,2431.06,210.59,2024-08-16,Paid
1254,495,1832,473,1513.79,193.84,2024-11-25,Paid
1255,3025,1753,203,2081.03,112.40,2025-03-11,Pending
1256,3271,1803,1014,1176.30,162.48,2025-01-29,Paid
1257,65,2810,518,1810.27,22.51,2024-12-22,Paid
1258,4769,44,875,1319.48,315.64,2025-05-06,Pending
1259,4206,402,825,2871.67,213.38,2025-08-03,Paid
1260,5123,150,1118,1764.59,33.50,2024-10-31,Pending
1261,4827,2778,232,2078.60,86.24,2024-08-22,Paid
1262,1535,967,124,794.43,220.19,2025-04-25,Paid
1263,1796,2311,898,2906.09,296.42,2024-10-08,Paid
1264,2603,78,1163,2934.26,193.74,2026-02-21,Paid
1265,2794,2373,1160,1560.88,20.08,2025-10-08,Paid
1266,332,1704,799,793.09,307.64,2026-02-06,Paid
1267,3705,2158,1120,1133.19,120.00,2025-05-26,Paid
1268,2304,186,211,2243.51,312.41,2024-09-01,Pending
1269,4725,1950,967,554.03,231.91,2024-10-10,Paid
1270,513,1980,444,1034.28,249.20,2025-11-15,Paid
1271,5522,2727,830,1955.56,316.78,2026-02-08,Paid
1272,5116,2099,932,1729.29,310.58,2025-05-08,Paid
1273,1049,2157,107,1338.37,191.88,2025-09-27,Pending
1274,4553,1991,1083,1260.81,225.75,2025-07-14,Pending
1275,2605,1974,82,715.29,23.62,2025-02-15,Pending
1276,3269,35,24,1718.04,43.37,2024-11-13,Pending
1277,4951,1091,702,1258.85,180.46,2024-11-24,Paid
1278,1917,1647,877,1930.29,183.15,2025-06-30,Paid
1279,2871,332,1034,2233.67,60.34,2025-01-17,Pending
1280,4933,893,135,1764.22,100.11,2025-09-06,Paid
1281,137,258,704,2898.87,164.17,2025-07-11,Paid
1282,203,2259,541,635.33,140.06,2025-06-22,Pending
1283,831,2597,1036,2901.20,219.46,2025-01-01,Paid
1284,2151,2937,539,2950.29,232.82,2024-08-07,Pending
1285,1433,2502,142,1858.59,247.57,2025-04-27,Pending
1286,662,1487,1135,1022.90,137.68,2026-01-06,Paid
1287,4869,657,1011,1583.45,32.70,2024-11-08,Paid
1288,5848,412,116,2223.63,179.95,2025-01-21,Pending
1289,4223,1063,323,2913.90,135.13,2024-08-19,Paid
1290,5096,2940,292,1105.72,160.54,2025-01-07,Paid
1291,3197,1226,35,2924.37,185.51,2025-05-07,Paid
1292,576,444,118,103.61,99.51,2025-02-11,Paid
1293,589,2721,6,2405.58,134.53,2025-11-08,Paid
1294,1086,1873,868,2304.97,173.01,2025-07-20,Paid
1295,5758,660,836,2714.06,268.88,2025-06-15,Pending
1296,1491,2957,730,2531.66,23.12,2025-04-23,Paid
1297,998,115,139,745.34,312.66,2025-08-05,Pending
1298,2316,468,469,101.06,175.03,2026-02-25,Pending
1299,1161,905,216,916.52,38.46,2024-12-03,Paid
1300,1559,826,691,309.73,100.07,2025-07-11,Paid
1301,3325,2344,362,1427.68,153.41,2026-02-21,Pending
1302,113,2718,717,1917.98,131.43,2025-04-08,Pending
1303,920,961,660,143.88,215.79,2025-09-03,Pending
1304,5483,292,512,2276.82,243.67,2026-02-28,Paid
1305,1186,2114,788,400.30,273.75,2025-03-06,Pending
1306,1458,2906,1100,403.68,30.11,2025-12-23,Paid
1307,2074,1701,882,621.82,36.16,2025-07-05,Pending
1308,2935,1422,596,1419.59,221.57,2025-06-04,Paid
1309,4611,2345,319,1265.37,235.43,2026-01-11,Pending
1310,780,2298,488,1577.41,259.00,2025-08-11,Paid
1311,2543,664,366,2210.54,42.32,2024-08-26,Paid
1312,1634,2180,442,1761.66,318.40,2025-06-17,Paid
1313,1289,1439,375,325.69,129.04,2024-10-12,Paid
1314,5873,1484,52,1884.20,66.39,2025-11-28,Paid
1315,2902,20,804,2656.89,103.40,2025-11-01,Pending
1316,340,894,1050,437.09,30.49,2024-09-21,Pending
1317,1339,1545,298,2027.92,85.21,2025-12-03,Paid
1318,5282,2900,73,409.20,61.60,2026-02-14,Paid
1319,3495,1500,56,3067.69,59.48,2025-02-23,Pending
1320,3688,2727,1155,131.66,259.58,2024-12-23,Paid
1321,1892,762,240,277.16,247.22,2025-02-07,Paid
1322,2949,1510,303,2749.84,225.71,2025-11-24,Pending
1323,3830,2684,403,756.27,279.59,2024-11-01,Pending
1324,2348,1603,1063,892.11,194.04,2025-04-20,Pending
1325,592,2182,41,872.84,146.70,2024-08-28,Paid
1326,2372,508,876,458.56,34.74,2025-12-01,Pending
1327,5284,2249,581,2133.93,174.88,2025-12-04,Pending
1328,3384,865,328,998.78,146.55,2025-03-17,Paid
1329,5522,2389,1098,758.91,28.73,2025-05-23,Paid
1330,2766,792,1109,508.84,104.44,2025-07-10,Paid
1331,661,2521,1130,1481.10,118.24,2026-03-06,Pending
1332,3926,75,163,2244.52,286.76,2025-04-09,Paid
1333,4813,2789,1182,2928.67,286.42,2024-12-17,Paid
1334,4256,2117,100,1474.49,216.24,2024-08-24,Paid
1335,1897,666,21,355.33,203.76,2024-08-31,Pending
1336,4944,2015,746,3010.96,169.07,2025-02-20,Paid
1337,3466,78,970,1070.48,82.92,2025-05-05,Pending
1338,3562,1661,662,2405.06,246.39,2025-10-11,Pending
1339,3679,1792,60,253.21,141.27,2025-03-10,Pending
1340,4023,446,27,295.09,186.34,2024-12-02,Pending
1341,5759,1686,935,3053.91,307.86,2024-09-09,Paid
1342,2943,2597,1067,428.28,211.10,2024-09-21,Pending
1343,187,1505,778,2862.04,284.62,2025-03-30,Pending
1344,4282,2698,769,3001.80,50.36,2024-08-19,Pending
1345,5797,1550,333,605.81,45.49,2025-08-28,Pending
1346,3832,1431,982,2779.57,212.90,2025-11-22,Paid
1347,1817,2519,122,847.18,316.34,2025-05-14,Paid
1348,541,261,381,517.35,165.01,2025-05-17,Pending
1349,64,134,68,121.37,24.16,2024-09-19,Pending
1350,1865,2193,578,1576.56,303.64,2024-10-08,Paid
1351,2806,2354,189,1923.87,303.28,2025-07-26,Pending
1352,2256,2089,64,1085.55,271.21,2025-04-06,Paid
1353,4360,2858,1139,1554.98,262.19,2025-02-21,Pending
1354,3667,251,134,638.58,35.11,2025-01-27,Paid
1355,737,1974,638,1272.02,140.56,2024-08-08,Paid
1356,2197,2813,506,1951.68,264.15,2025-03-12,Pending
1357,734,741,1139,2375.52,106.91,2025-12-22,Paid
1358,1924,612,691,471.28,232.76,2024-09-27,Paid
1359,1615,2548,155,465.30,243.01,2025-12-07,Paid
1360,4582,2676,1176,307.46,235.94,2025-07-19,Paid
1361,1889,621,656,2247.04,243.85,2024-07-25,Paid
1362,4982,1403,460,1175.42,184.49,2024-09-03,Pending
1363,4525,1044,1164,232.00,291.39,2026-02-15,Pending
1364,2139,777,349,1727.82,283.25,2025-12-06,Paid
1365,4034,910,1185,259.67,99.48,2025-01-15,Pending
1366,4868,2547,596,2389.98,145.24,2026-01-18,Pending
1367,4139,719,719,2578.48,65.20,2024-12-31,Pending
1368,1884,547,389,272.81,129.09,2024-10-28,Pending
1369,4802,933,689,1855.15,225.84,2025-11-04,Paid
1370,321,1191,961,2800.78,277.69,2024-08-22,Pending
1371,2488,611,1068,2378.92,177.76,2025-05-07,Pending
1372,5102,2894,975,2282.42,183.99,2026-01-13,Pending
1373,3686,2900,122,129.07,259.89,2025-03-06,Pending
1374,1026,1016,365,342.33,183.33,2025-01-21,Pending
1375,4716,2837,155,383.52,101.80,2024-09-10,Pending
1376,3647,2409,139,959.49,282.42,2026-01-21,Paid
1377,3477,2123,865,2261.44,164.63,2026-02-18,Paid
1378,4937,2193,1087,1513.98,222.35,2025-10-19,Pending
1379,979,2570,509,1049.53,81.19,2025-04-29,Paid
1380,5303,2610,1133,1851.82,299.33,2025-03-09,Pending
1381,1211,2845,487,1927.81,110.71,2025-10-04,Paid
1382,3608,152,1106,234.90,270.41,2026-01-11,Pending
1383,5023,388,508,2734.62,193.04,2025-12-11,Pending
1384,1367,2379,200,1823.77,129.69,2026-01-14,Paid
1385,5005,194,507,510.06,228.66,2024-07-29,Pending
1386,249,1180,72,2207.03,273.09,2025-12-19,Paid
1387,563,2880,1008,2809.78,239.22,2025-10-20,Paid
1388,5862,770,534,2913.49,317.37,2026-03-01,Paid
1389,4327,29,1038,810.13,94.33,2025-09-10,Pending
1390,3968,1839,453,3075.00,114.11,2025-06-02,Paid
1391,791,692,808,2380.26,121.36,2025-10-10,Pending
1392,5038,2290,688,721.29,177.09,2024-08-12,Paid
1393,5475,1222,1162,1953.49,319.63,2025-11-02,Pending
1394,3093,2577,1082,1712.51,296.86,2025-01-13,Paid
1395,1617,2751,1173,340.15,294.57,2025-04-25,Paid
1396,912,622,829,1164.80,175.40,2025-01-03,Pending
1397,444,2745,628,411.50,251.58,2026-01-23,Pending
1398,1676,2814,1119,2848.95,262.30,2024-09-08,Pending
1399,4507,1295,893,1027.98,218.13,2024-10-17,Paid
1400,4070,107,180,1169.30,131.08,2025-10-06,Pending
1401,5200,2053,581,1309.36,184.89,2025-03-05,Paid
1402,1658,168,1190,1953.13,196.64,2024-09-22,Paid
1403,5195,918,929,2483.76,174.96,2025-03-08,Pending
1404,3813,2941,801,475.46,271.63,2025-09-05,Pending
1405,2332,1919,83,1272.71,262.49,2024-12-31,Paid
1406,4803,1307,606,2412.91,73.51,2024-10-09,Paid
