freelancer_id,country,region,primary_skill_category,experience_level,hourly_rate,join_date,subscription_type,rating,total_projects_completed
1530,USA,South America,UI/UX,Expert,66.27,2024-06-30,Free,4.2,8
1531,Australia,South America,Data & AI,Expert,88.07,2025-06-19,Free,4.4,20
1532,UK,Europe,Marketing,Intermediate,66.75,2025-08-01,Elite,4.1,23
1533,India,Europe,Content,Beginner,33.80,2025-02-25,Elite,3.6,10
1534,USA,Europe,Data & AI,Expert,44.01,2023-07-16,Pro,3.1,45
1535,Brazil,Europe,Content,Expert,68.13,2023-10-25,Pro,4.8,49
1536,Australia,North America,Data & AI,Beginner,90.49,2025-04-28,Elite,4.9,20
1537,USA,Asia,Content,Beginner,28.86,2026-02-17,Elite,4.0,17
1538,Germany,Asia,Data & AI,Expert,62.92,2026-02-27,Elite,4.8,25
1539,Singapore,North America,Data & AI,Intermediate,98.77,2025-11-22,Elite,3.2,7
1540,UK,South America,Cloud,Expert,98.99,2023-11-03,Pro,3.9,35
1541,Germany,Europe,Data & AI,Intermediate,48.19,2023-07-12,Elite,3.9,12
1542,Australia,Europe,Cloud,Intermediate,47.25,2023-07-04,Pro,3.4,19
1543,Canada,Europe,Web Development,Intermediate,24.71,2024-05-28,Elite,3.9,5
1544,Brazil,Asia,Content,Beginner,36.81,2025-09-14,Free,4.3,39
1545,India,South America,Web Development,Beginner,50.36,2025-01-26,Pro,5.0,29
1546,Brazil,Europe,Web Development,Intermediate,75.98,2023-10-31,Pro,3.1,44
1547,Germany,Europe,UI/UX,Expert,97.06,2024-08-21,Free,4.5,34
1548,India,Europe,Cloud,Beginner,66.77,2024-10-11,Free,4.7,48
1549,Australia,North America,Web Development,Intermediate,36.70,2025-01-13,Elite,4.9,47
1550,Singapore,Europe,Content,Beginner,75.05,2024-06-09,Free,3.8,30
1551,India,North America,Data & AI,Expert,77.42,2025-05-24,Pro,3.1,10
1552,Australia,Asia,Web Development,Intermediate,90.78,2024-02-18,Free,3.3,10
1553,Singapore,Asia,Cloud,Expert,78.27,2024-12-21,Free,4.0,18
1554,Singapore,Asia,Content,Beginner,46.83,2026-01-26,Pro,3.7,35
1555,USA,Asia,Content,Intermediate,53.62,2025-05-20,Elite,3.4,35
1556,Australia,South America,UI/UX,Beginner,83.89,2024-01-31,Pro,3.1,5
1557,USA,North America,Cloud,Beginner,48.40,2025-02-25,Elite,4.9,2
1558,UK,Europe,Data & AI,Intermediate,31.65,2024-03-31,Pro,4.2,49
1559,USA,Europe,Cloud,Expert,99.97,2024-09-08,Elite,4.0,33
1560,India,North America,Data & AI,Intermediate,75.62,2025-02-18,Pro,3.5,45
1561,Australia,Europe,Data & AI,Beginner,95.93,2024-07-26,Free,3.4,23
1562,Singapore,South America,Content,Intermediate,46.52,2025-03-04,Elite,4.5,28
1563,Australia,North America,Data & AI,Intermediate,25.05,2026-02-02,Free,4.5,31
1564,Australia,Europe,Content,Intermediate,25.64,2025-05-22,Free,4.1,30
1565,UK,South America,Marketing,Beginner,73.05,2024-09-10,Elite,4.5,22
1566,Singapore,Asia,Marketing,Expert,46.78,2024-09-11,Free,4.0,39
1567,Singapore,South America,Web Development,Expert,57.20,2023-09-01,Free,4.1,4
1568,Brazil,Europe,Data & AI,Intermediate,61.50,2024-02-19,Pro,3.7,2
1569,Canada,Europe,Content,Beginner,77.94,2025-02-19,Elite,3.5,0
1570,Singapore,South America,Web Development,Beginner,54.11,2025-12-29,Elite,4.5,2
1571,Australia,South America,Marketing,Intermediate,52.02,2025-04-08,Pro,4.0,21
1572,Australia,North America,Content,Expert,32.79,2025-08-13,Free,3.3,11
1573,Canada,Europe,Content,Beginner,44.28,2024-08-10,Free,4.5,48
1574,Australia,Asia,Content,Beginner,58.10,2024-01-29,Pro,3.9,15
1575,Australia,Asia,Marketing,Expert,23.96,2024-03-12,Free,4.3,36
1576,Australia,North America,Marketing,Expert,44.91,2023-11-14,Free,3.4,29
1577,Canada,North America,UI/UX,Intermediate,82.51,2026-03-06,Pro,3.7,0
1578,India,Europe,UI/UX,Intermediate,76.35,2026-01-09,Free,3.2,36
1579,Singapore,South America,Web Development,Intermediate,30.49,2024-02-13,Free,3.2,13
1580,Brazil,North America,Marketing,Expert,49.10,2024-12-12,Free,4.8,6
1581,USA,Asia,UI/UX,Intermediate,73.15,2025-02-22,Free,4.4,0
1582,USA,South America,Data & AI,Intermediate,91.94,2025-08-06,Free,4.4,9
1583,Singapore,Europe,Data & AI,Expert,57.21,2024-10-16,Free,4.1,41
1584,Canada,South America,Content,Expert,75.77,2023-12-15,Free,4.4,11
1585,Brazil,Asia,Data & AI,Intermediate,98.67,2024-10-09,Pro,3.9,38
1586,Canada,North America,Cloud,Beginner,38.21,2024-05-12,Pro,4.4,20
1587,Australia,South America,Web Development,Intermediate,92.23,2025-12-15,Pro,4.7,42
1588,India,North America,Data & AI,Intermediate,21.42,2025-10-02,Free,4.7,35
1589,USA,Asia,Marketing,Intermediate,32.00,2025-06-23,Elite,3.9,27
1590,Singapore,Asia,UI/UX,Beginner,81.04,2024-01-02,Free,4.5,50
1591,USA,Asia,UI/UX,Expert,42.85,2023-12-02,Elite,3.7,42
1592,USA,Asia,Web Development,Expert,56.05,2023-09-13,Free,3.1,8
1593,UK,South America,Web Development,Expert,73.61,2025-11-22,Free,4.1,7
1594,USA,Asia,Web Development,Intermediate,44.66,2023-11-13,Free,3.6,47
1595,Brazil,South America,Content,Intermediate,97.98,2024-02-14,Elite,3.5,31
1596,UK,Europe,UI/UX,Intermediate,97.36,2024-12-16,Free,3.8,25
1597,UK,Europe,Data & AI,Expert,77.67,2025-03-22,Elite,4.0,31
1598,Australia,Europe,Marketing,Beginner,57.82,2025-07-17,Free,3.1,46
1599,Germany,Europe,UI/UX,Beginner,60.73,2023-06-20,Free,3.5,36
1600,Germany,North America,Data & AI,Beginner,57.90,2023-11-20,Free,4.0,44
1601,Singapore,Europe,Web Development,Intermediate,90.73,2025-01-03,Elite,3.7,34
1602,Australia,South America,Marketing,Beginner,58.59,2026-01-01,Pro,3.3,20
1603,UK,South America,Content,Expert,86.87,2026-02-01,Free,3.6,15
1604,India,South America,Content,Expert,23.65,2024-07-09,Free,4.0,21
1605,Germany,South America,Marketing,Intermediate,62.22,2026-02-08,Free,5.0,43
1606,UK,Asia,Data & AI,Beginner,96.94,2024-09-30,Pro,4.7,28
1607,Singapore,North America,UI/UX,Intermediate,44.87,2026-02-08,Free,3.4,7
1608,Brazil,North America,Marketing,Expert,97.01,2026-03-11,Pro,4.9,13
1609,Germany,Europe,Web Development,Intermediate,58.24,2025-11-12,Pro,3.2,5
1610,Australia,Europe,UI/UX,Intermediate,78.27,2025-01-20,Elite,3.0,4
1611,USA,Asia,Data & AI,Expert,38.17,2024-04-02,Elite,4.6,9
1612,Singapore,Europe,Content,Intermediate,68.45,2024-02-24,Free,3.6,21
1613,Singapore,Asia,Content,Beginner,85.24,2026-01-04,Elite,4.0,37
1614,Germany,South America,UI/UX,Intermediate,98.13,2023-08-04,Elite,4.3,48
1615,Germany,Asia,Content,Intermediate,43.01,2024-09-06,Elite,4.0,3
1616,India,Europe,Cloud,Expert,98.24,2025-08-08,Pro,3.3,25
1617,Brazil,North America,Web Development,Beginner,95.31,2025-01-01,Elite,4.6,50
1618,India,Europe,Content,Beginner,78.29,2025-06-03,Free,4.9,26
1619,India,North America,UI/UX,Beginner,68.53,2025-02-05,Elite,3.7,38
1620,Australia,North America,Marketing,Beginner,29.33,2023-10-25,Free,3.3,35
1621,Canada,South America,Cloud,Beginner,77.92,2025-08-24,Free,3.6,8
1622,USA,South America,Web Development,Intermediate,30.43,2024-01-10,Elite,4.7,13
1623,UK,North America,Data & AI,Expert,44.35,2023-12-01,Pro,4.8,13
1624,USA,Asia,Marketing,Intermediate,51.89,2023-09-11,Elite,3.4,30
1625,USA,South America,Content,Intermediate,97.66,2024-02-25,Pro,4.7,7
1626,Australia,Asia,Web Development,Beginner,87.90,2023-07-24,Pro,4.4,37
1627,Brazil,North America,UI/UX,Beginner,21.88,2025-12-25,Pro,4.7,16
1628,Brazil,Asia,Cloud,Beginner,50.14,2025-03-29,Free,4.2,32
1629,Singapore,Asia,Marketing,Beginner,32.52,2025-02-14,Elite,3.0,10
1630,UK,Asia,Data & AI,Expert,26.99,2025-03-16,Pro,4.7,40
1631,Australia,Asia,Content,Expert,50.31,2024-07-30,Pro,3.3,18
1632,Canada,North America,Marketing,Expert,38.36,2025-10-31,Free,3.8,13
1633,Germany,Europe,UI/UX,Expert,83.31,2025-03-13,Pro,4.4,7
1634,India,North America,Marketing,Beginner,66.83,2025-01-22,Free,4.4,49
1635,Australia,South America,Marketing,Intermediate,95.27,2023-12-24,Pro,4.1,22
1636,Australia,Europe,Data & AI,Expert,30.16,2024-10-01,Pro,4.6,14
1637,India,Asia,Data & AI,Intermediate,31.95,2024-05-25,Pro,3.6,39
1638,UK,Europe,Content,Beginner,82.66,2024-12-24,Pro,3.0,28
1639,Australia,Asia,Marketing,Expert,39.36,2023-09-16,Pro,4.0,34
1640,UK,South America,Marketing,Intermediate,79.23,2025-01-05,Elite,4.1,42
1641,USA,North America,Cloud,Beginner,32.19,2024-04-10,Free,3.4,48
1642,Canada,South America,Cloud,Expert,98.01,2026-02-01,Free,3.3,47
1643,UK,Europe,Web Development,Beginner,52.35,2023-11-21,Pro,3.9,12
1644,Germany,Asia,Web Development,Expert,59.42,2024-11-01,Pro,3.5,23
1645,Australia,Europe,Content,Expert,21.17,2024-06-17,Pro,4.9,21
1646,USA,Europe,Content,Intermediate,23.36,2026-02-02,Pro,3.7,6
1647,Canada,North America,UI/UX,Intermediate,61.50,2024-01-06,Elite,3.8,12
1648,Singapore,South America,Content,Intermediate,71.42,2025-05-30,Elite,4.4,35
1649,UK,Europe,UI/UX,Expert,34.45,2023-08-23,Free,4.5,46
1650,UK,Europe,Cloud,Expert,67.54,2025-02-19,Pro,3.9,48
1651,Germany,North America,Cloud,Expert,20.62,2025-09-05,Free,4.2,20
1652,Brazil,South America,UI/UX,Beginner,88.61,2026-01-14,Free,3.2,6
1653,Brazil,South America,Marketing,Expert,52.72,2024-08-01,Pro,4.2,24
1654,Brazil,Europe,UI/UX,Expert,29.19,2024-07-03,Elite,3.3,3
1655,Singapore,North America,Web Development,Beginner,33.53,2025-09-28,Elite,4.6,42
1656,USA,North America,UI/UX,Expert,88.87,2024-02-20,Elite,4.8,31
1657,Brazil,North America,Content,Beginner,61.23,2024-07-12,Elite,4.6,49
1658,UK,Europe,Marketing,Beginner,48.21,2023-06-22,Free,3.6,8
1659,UK,South America,Marketing,Expert,23.57,2023-11-26,Elite,4.8,34
1660,USA,Asia,Cloud,Beginner,63.25,2023-07-26,Pro,3.6,13
1661,USA,South America,Web Development,Expert,99.38,2024-01-22,Free,4.2,12
1662,India,Europe,Web Development,Expert,73.10,2025-01-01,Free,3.3,1
1663,Australia,South America,Web Development,Intermediate,87.27,2024-08-03,Pro,4.3,17
1664,Singapore,South America,Web Development,Intermediate,97.40,2024-08-28,Free,3.9,0
1665,UK,South America,UI/UX,Beginner,94.50,2024-10-07,Free,4.5,31
1666,Singapore,Asia,Content,Beginner,27.30,2025-08-05,Free,3.2,41
1667,Brazil,Europe,Marketing,Beginner,41.61,2024-09-13,Free,3.5,13
1668,UK,Europe,UI/UX,Beginner,97.63,2023-09-28,Elite,3.5,18
1669,Germany,North America,Data & AI,Beginner,42.53,2025-11-01,Pro,3.1,26
1670,USA,South America,Marketing,Intermediate,40.81,2023-08-15,Elite,4.4,34
1671,Canada,South America,Web Development,Beginner,39.27,2026-02-06,Free,4.7,26
1672,India,North America,Marketing,Expert,52.87,2025-09-15,Elite,4.4,26
1673,India,Europe,Data & AI,Beginner,66.52,2024-11-28,Pro,4.6,16
1674,Brazil,South America,Cloud,Beginner,69.70,2025-05-08,Pro,4.7,17
1675,Canada,Asia,Cloud,Intermediate,56.12,2025-08-05,Pro,3.5,1
1676,Canada,Europe,UI/UX,Intermediate,87.89,2025-03-24,Elite,3.3,22
1677,Canada,North America,Data & AI,Intermediate,72.51,2026-01-09,Elite,4.2,48
1678,India,North America,UI/UX,Intermediate,58.44,2024-03-20,Free,3.9,10
1679,UK,Europe,UI/UX,Intermediate,82.60,2025-04-22,Elite,3.2,40
1680,USA,Asia,Content,Intermediate,52.69,2024-05-21,Elite,4.6,5
1681,Brazil,Europe,Web Development,Beginner,75.84,2025-02-23,Elite,3.1,11
1682,Brazil,South America,Data & AI,Beginner,69.77,2025-10-13,Pro,4.5,35
1683,UK,South America,UI/UX,Intermediate,21.30,2024-05-04,Elite,4.6,12
1684,Singapore,Asia,Data & AI,Beginner,97.83,2024-11-26,Elite,4.7,44
1685,Germany,South America,Content,Intermediate,71.83,2025-05-04,Pro,4.5,5
1686,USA,Europe,Content,Expert,37.90,2024-06-12,Free,3.1,28
1687,Canada,Asia,Data & AI,Intermediate,71.02,2023-11-27,Pro,4.6,0
1688,Singapore,Asia,Data & AI,Beginner,68.81,2024-03-16,Elite,3.5,19
1689,India,Europe,Content,Expert,50.06,2025-04-24,Elite,4.8,46
1690,Singapore,South America,Marketing,Intermediate,99.54,2024-05-22,Elite,4.3,29
1691,Australia,Asia,Cloud,Intermediate,41.20,2024-01-12,Pro,3.4,6
1692,Singapore,South America,Web Development,Expert,49.96,2024-11-26,Pro,3.4,43
1693,Germany,Asia,Content,Beginner,56.91,2023-09-12,Free,4.4,28
1694,USA,Europe,Cloud,Beginner,88.62,2025-02-13,Free,3.7,23
1695,Canada,South America,Content,Expert,58.56,2025-06-05,Free,3.3,47
1696,USA,South America,Data & AI,Expert,75.09,2024-12-18,Pro,4.5,43
1697,USA,Europe,Cloud,Intermediate,41.49,2024-11-25,Free,3.9,34
1698,USA,South America,Data & AI,Beginner,21.26,2024-08-21,Free,3.3,14
1699,USA,South America,Marketing,Expert,57.32,2024-04-20,Elite,4.1,26
1700,Brazil,North America,Cloud,Expert,56.91,2025-08-10,Pro,3.4,45
1701,Brazil,Asia,Content,Beginner,45.38,2026-03-01,Elite,3.7,20
1702,Canada,North America,Content,Beginner,25.23,2023-07-16,Pro,3.1,23
1703,Canada,South America,Marketing,Intermediate,55.41,2024-06-06,Free,3.7,27
1704,Canada,Europe,Content,Beginner,44.14,2024-10-25,Pro,4.7,23
1705,Singapore,Asia,UI/UX,Expert,50.86,2023-11-14,Elite,3.5,9
1706,India,Europe,Cloud,Intermediate,76.23,2025-04-22,Free,4.8,26
1707,Singapore,Europe,Web Development,Beginner,32.91,2023-10-26,Pro,4.9,33
1708,Singapore,North America,Data & AI,Intermediate,20.19,2023-07-25,Pro,3.7,31
1709,Brazil,Asia,Cloud,Beginner,48.89,2025-07-24,Pro,3.2,5
1710,UK,South America,Data & AI,Intermediate,78.86,2024-11-02,Free,4.4,1
1711,Germany,North America,Content,Beginner,71.01,2024-05-17,Free,4.0,48
1712,USA,South America,Marketing,Expert,99.52,2023-08-17,Elite,4.3,27
1713,UK,South America,Marketing,Intermediate,67.95,2025-10-02,Free,3.7,11
1714,Australia,South America,Marketing,Expert,91.49,2026-01-01,Elite,4.3,37
1715,Australia,North America,UI/UX,Intermediate,50.74,2024-09-17,Free,4.8,30
1716,Canada,Europe,Data & AI,Beginner,44.70,2025-05-08,Pro,3.5,40
1717,Australia,Europe,Cloud,Intermediate,74.87,2025-02-15,Elite,3.7,40
1718,Australia,North America,UI/UX,Intermediate,98.57,2024-07-12,Pro,4.2,37
1719,India,North America,Web Development,Expert,70.74,2023-11-26,Elite,3.9,13
1720,India,North America,Data & AI,Beginner,59.84,2024-05-25,Elite,4.2,25
1721,Germany,South America,Data & AI,Intermediate,98.64,2025-12-10,Pro,4.0,11
1722,Singapore,Europe,UI/UX,Intermediate,73.79,2026-02-06,Pro,4.7,49
1723,Germany,South America,Marketing,Intermediate,66.35,2025-07-13,Elite,3.9,32
1724,Brazil,North America,Cloud,Beginner,65.06,2023-10-18,Elite,4.2,18
1725,UK,Europe,UI/UX,Beginner,52.33,2025-06-19,Free,3.9,49
1726,Australia,South America,Web Development,Expert,76.10,2025-02-02,Free,3.7,43
1727,Canada,North America,Marketing,Intermediate,70.55,2025-04-04,Free,3.1,33
1728,Germany,Europe,UI/UX,Intermediate,26.32,2025-11-26,Pro,4.0,7
1729,Canada,Asia,Content,Beginner,40.43,2023-12-04,Elite,3.5,29
1730,Australia,South America,Marketing,Intermediate,27.90,2025-04-28,Elite,4.9,44
1731,USA,North America,Data & AI,Intermediate,44.43,2023-12-21,Elite,3.7,33
1732,Brazil,Asia,UI/UX,Expert,71.09,2025-06-12,Free,3.3,1
1733,UK,Asia,Marketing,Beginner,26.71,2023-10-18,Pro,4.2,6
1734,Brazil,North America,Marketing,Beginner,40.23,2025-08-20,Elite,4.2,37
1735,Canada,Asia,UI/UX,Beginner,69.24,2026-01-25,Pro,3.5,44
1736,Australia,North America,Web Development,Expert,42.48,2024-02-10,Free,3.8,47
1737,UK,Europe,Data & AI,Beginner,83.34,2024-06-04,Elite,3.9,15
1738,USA,South America,Web Development,Intermediate,71.78,2023-08-19,Elite,3.7,35
1739,Australia,South America,UI/UX,Expert,47.08,2024-01-23,Free,3.6,23
1740,USA,North America,Content,Expert,69.23,2025-07-13,Free,4.6,5
1741,Canada,Asia,Cloud,Beginner,63.20,2025-09-10,Elite,4.8,48
1742,Singapore,North America,Web Development,Beginner,42.01,2024-08-07,Elite,3.2,42
1743,UK,South America,Cloud,Expert,26.70,2024-08-14,Pro,3.2,2
1744,Canada,Asia,Content,Intermediate,84.17,2023-09-21,Free,3.6,43
1745,India,Asia,UI/UX,Expert,63.20,2024-01-10,Pro,3.3,30
1746,Australia,Europe,Cloud,Intermediate,36.39,2024-05-04,Pro,3.6,21
1747,Germany,Asia,Web Development,Expert,58.91,2025-08-16,Pro,3.8,10
1748,Australia,Europe,Web Development,Intermediate,56.96,2025-08-24,Pro,4.4,4
1749,Brazil,Asia,Marketing,Expert,58.99,2025-01-18,Elite,4.8,17
1750,Canada,Asia,Marketing,Beginner,63.80,2024-11-19,Elite,4.9,29
1751,Canada,South America,Cloud,Expert,90.90,2025-07-23,Free,3.6,12
1752,Canada,Europe,Data & AI,Expert,71.04,2025-06-18,Free,3.2,20
1753,Singapore,South America,Content,Intermediate,69.90,2023-12-25,Elite,3.7,31
1754,Canada,Europe,Content,Beginner,45.07,2026-01-07,Elite,3.1,44
1755,India,South America,UI/UX,Intermediate,43.61,2024-05-18,Pro,4.5,21
1756,Germany,Europe,Cloud,Expert,32.58,2023-09-03,Elite,3.6,18
1757,Australia,Europe,Marketing,Intermediate,41.83,2024-09-27,Elite,3.3,41
1758,UK,Asia,Web Development,Intermediate,83.88,2024-07-25,Free,4.7,38
1759,UK,Asia,UI/UX,Beginner,49.64,2025-04-04,Pro,5.0,20
1760,India,Asia,Content,Expert,52.58,2023-12-22,Elite,3.0,4
1761,Germany,North America,Web Development,Expert,81.15,2024-09-18,Elite,3.4,24
1762,Germany,North America,Data & AI,Beginner,37.46,2024-04-19,Elite,4.5,31
1763,India,Europe,Content,Beginner,64.60,2024-03-17,Pro,4.3,4
1764,Australia,South America,Web Development,Intermediate,93.04,2023-08-06,Elite,4.9,13
1765,Singapore,South America,UI/UX,Expert,42.66,2024-08-10,Elite,3.6,21
1766,Canada,Europe,Cloud,Expert,54.28,2024-02-08,Pro,3.4,24
1767,Singapore,South America,Marketing,Expert,40.21,2025-10-29,Pro,4.5,46
1768,UK,South America,UI/UX,Beginner,41.67,2026-02-04,Free,3.2,31
1769,Canada,North America,Cloud,Expert,27.80,2024-03-11,Free,3.9,20
1770,Brazil,Europe,Cloud,Beginner,62.93,2025-05-30,Elite,3.9,48
1771,Australia,Asia,Marketing,Expert,32.09,2025-05-15,Free,3.6,34
1772,India,South America,UI/UX,Beginner,88.48,2025-07-15,Pro,4.7,13
1773,Brazil,North America,Data & AI,Beginner,93.10,2025-07-01,Free,4.5,16
1774,UK,South America,UI/UX,Beginner,59.22,2024-06-22,Elite,3.7,15
1775,Germany,North America,Content,Intermediate,66.03,2025-01-11,Elite,3.6,19
1776,Singapore,South America,Content,Intermediate,40.16,2025-09-07,Free,3.3,43
1777,Singapore,Europe,Data & AI,Beginner,26.96,2024-10-11,Pro,5.0,37
1778,Germany,Asia,Data & AI,Expert,31.24,2025-09-27,Elite,4.0,24
1779,Brazil,South America,Marketing,Expert,64.92,2024-06-26,Elite,3.1,5
1780,Canada,Europe,Data & AI,Beginner,51.27,2023-12-19,Free,3.4,14
1781,USA,South America,Cloud,Intermediate,66.73,2025-05-02,Pro,4.1,41
1782,USA,North America,Data & AI,Beginner,36.05,2023-10-03,Pro,4.7,43
1783,Canada,South America,Content,Beginner,82.40,2024-03-15,Free,3.2,41
1784,India,Europe,Cloud,Expert,77.55,2025-08-08,Pro,3.3,0
1785,Germany,Asia,Web Development,Intermediate,92.31,2024-06-15,Pro,3.4,40
1786,Germany,Europe,UI/UX,Intermediate,20.80,2023-10-03,Elite,3.5,41
1787,Canada,South America,UI/UX,Beginner,68.73,2024-12-02,Pro,3.6,14
1788,India,North America,Marketing,Intermediate,96.76,2024-02-02,Pro,4.8,25
1789,USA,Asia,Data & AI,Beginner,42.60,2024-04-18,Elite,3.0,3
1790,Brazil,North America,Web Development,Beginner,93.66,2025-08-16,Free,4.7,15
1791,India,Asia,Cloud,Intermediate,55.98,2024-01-23,Pro,3.6,17
1792,UK,South America,Marketing,Intermediate,56.53,2024-11-20,Elite,4.6,1
1793,Australia,South America,Cloud,Intermediate,40.98,2024-07-18,Elite,3.0,12
1794,Canada,Europe,Cloud,Expert,63.12,2024-07-04,Free,4.0,49
1795,Germany,Europe,Cloud,Beginner,73.28,2026-02-03,Elite,3.8,22
1796,USA,Asia,UI/UX,Expert,52.14,2023-08-19,Elite,3.3,11
1797,Germany,North America,Web Development,Intermediate,58.62,2025-11-10,Free,4.4,26
1798,Germany,Asia,Cloud,Intermediate,60.70,2025-01-11,Pro,3.6,49
1799,Canada,Europe,UI/UX,Beginner,79.67,2024-11-13,Free,3.7,22
1800,Canada,Europe,Web Development,Expert,67.84,2023-07-21,Free,3.7,25
1801,USA,Europe,Marketing,Intermediate,73.86,2026-02-04,Elite,4.1,15
1802,Brazil,Asia,Cloud,Beginner,30.75,2023-10-01,Elite,4.6,25
1803,India,North America,UI/UX,Beginner,45.96,2024-01-18,Elite,3.5,11
1804,USA,Europe,Data & AI,Expert,21.41,2024-08-23,Pro,3.1,48
1805,UK,Europe,Marketing,Expert,55.27,2025-11-24,Pro,4.0,19
1806,Brazil,South America,Web Development,Expert,51.62,2023-06-25,Elite,4.7,37
1807,Canada,Europe,Marketing,Beginner,95.79,2023-09-22,Pro,4.6,18
1808,Australia,North America,Content,Intermediate,47.55,2024-11-12,Elite,3.8,1
1809,Brazil,Asia,UI/UX,Intermediate,83.29,2023-12-21,Free,3.7,50
1810,USA,Asia,Data & AI,Beginner,68.09,2024-01-31,Elite,4.9,41
1811,Australia,South America,Content,Intermediate,79.15,2025-01-31,Free,5.0,44
1812,Singapore,South America,UI/UX,Beginner,58.86,2025-09-19,Elite,3.7,6
1813,Canada,Europe,Marketing,Expert,36.74,2023-09-07,Elite,4.3,46
1814,UK,South America,UI/UX,Intermediate,77.49,2023-09-22,Pro,3.3,30
1815,USA,North America,Web Development,Expert,58.19,2026-01-15,Elite,4.0,19
1816,Germany,North America,Content,Intermediate,92.07,2023-11-06,Pro,4.2,50
1817,USA,South America,Cloud,Beginner,29.45,2026-02-04,Free,3.2,9
1818,Germany,North America,Cloud,Expert,58.39,2023-09-13,Elite,3.8,23
1819,Germany,South America,Marketing,Intermediate,87.69,2024-02-14,Elite,3.7,41
1820,Brazil,North America,Content,Beginner,44.49,2025-07-14,Pro,4.3,19
1821,Canada,Europe,UI/UX,Beginner,49.78,2024-11-07,Free,4.3,4
1822,Brazil,Europe,Data & AI,Expert,51.99,2025-05-03,Elite,3.8,17
1823,Germany,North America,UI/UX,Beginner,68.15,2025-06-11,Free,5.0,28
1824,Germany,North America,UI/UX,Beginner,51.83,2025-10-20,Elite,4.9,43
1825,Canada,North America,Cloud,Intermediate,85.17,2024-01-24,Free,4.5,26
1826,Germany,Europe,Web Development,Beginner,32.49,2024-11-16,Free,4.5,22
1827,Australia,Europe,Data & AI,Expert,48.04,2023-11-19,Free,3.2,43
1828,India,South America,Content,Beginner,64.72,2023-09-30,Elite,4.3,32
1829,UK,South America,Cloud,Beginner,31.87,2026-01-12,Elite,4.8,16
1830,India,Asia,Marketing,Intermediate,23.82,2025-05-01,Free,3.8,12
1831,Brazil,Europe,Content,Intermediate,42.35,2023-06-20,Pro,4.4,9
1832,Brazil,South America,UI/UX,Expert,35.33,2024-09-25,Elite,4.6,36
1833,Canada,North America,Marketing,Beginner,39.28,2024-08-18,Elite,4.6,3
1834,Brazil,Asia,Cloud,Expert,29.77,2025-04-21,Elite,3.1,2
1835,India,South America,Cloud,Expert,70.34,2023-06-20,Pro,5.0,30
1836,Australia,Europe,Web Development,Expert,23.73,2023-08-25,Pro,4.2,23
1837,UK,North America,Marketing,Expert,54.00,2023-08-28,Pro,5.0,38
1838,Canada,Asia,UI/UX,Expert,96.03,2025-07-02,Free,3.4,13
1839,Brazil,Asia,Web Development,Beginner,45.89,2025-08-04,Elite,3.5,20
1840,UK,South America,Cloud,Beginner,26.31,2025-05-12,Free,4.2,50
1841,Singapore,Asia,Cloud,Expert,71.98,2024-05-08,Elite,4.2,37
1842,UK,Asia,Data & AI,Beginner,95.42,2025-12-30,Pro,3.6,23
1843,Canada,Europe,Content,Expert,33.58,2024-03-26,Free,4.5,30
1844,Canada,Europe,Marketing,Expert,36.88,2024-02-19,Free,4.0,39
1845,UK,Asia,Content,Expert,50.79,2025-12-29,Pro,4.4,40
1846,Singapore,Asia,Web Development,Expert,54.04,2025-01-09,Pro,4.1,38
1847,India,North America,UI/UX,Intermediate,68.74,2024-10-21,Pro,4.9,15
1848,Canada,Europe,Web Development,Beginner,26.54,2025-06-13,Free,5.0,30
1849,Canada,North America,Data & AI,Beginner,80.00,2026-02-11,Free,3.0,13
1850,Australia,South America,Web Development,Beginner,29.34,2023-08-22,Pro,3.5,2
1851,Australia,North America,Data & AI,Beginner,40.47,2024-09-03,Elite,4.6,31
1852,Brazil,Asia,Web Development,Expert,54.88,2024-09-20,Free,3.7,12
1853,Australia,Asia,Cloud,Beginner,78.27,2024-01-27,Free,4.3,0
1854,Canada,Asia,Cloud,Beginner,36.37,2024-11-04,Pro,3.6,0
1855,Brazil,North America,Data & AI,Expert,94.04,2024-01-19,Free,3.8,24
1856,India,North America,UI/UX,Intermediate,97.05,2023-08-25,Free,4.1,36
1857,India,North America,Marketing,Expert,64.47,2024-05-01,Pro,3.6,5
1858,Singapore,Asia,Data & AI,Intermediate,23.86,2023-07-29,Pro,3.8,37
1859,UK,South America,Cloud,Expert,22.90,2026-02-20,Pro,4.2,33
1860,Brazil,South America,Data & AI,Expert,71.76,2024-09-12,Free,4.1,22
1861,Brazil,North America,UI/UX,Intermediate,73.37,2024-05-07,Pro,3.2,20
1862,Australia,Asia,UI/UX,Beginner,20.95,2025-05-29,Elite,4.1,38
1863,UK,Europe,Data & AI,Intermediate,38.11,2024-01-15,Pro,4.6,39
1864,Australia,Europe,UI/UX,Expert,84.57,2024-07-10,Free,4.1,7
1865,Canada,North America,UI/UX,Intermediate,54.56,2023-12-12,Pro,5.0,15
1866,UK,South America,Cloud,Expert,31.59,2025-02-01,Free,4.8,28
1867,Canada,Asia,Cloud,Intermediate,20.90,2023-09-10,Pro,4.5,31
1868,Brazil,South America,Cloud,Expert,84.61,2023-12-23,Pro,4.7,33
1869,UK,South America,Data & AI,Beginner,23.74,2024-08-18,Elite,3.0,23
