bid_id,project_id,freelancer_id,bid_amount,bid_date,bid_status
9871,4692,2920,1760.44,2025-05-19,Accepted
9872,3295,2549,1346.54,2024-06-14,Pending
9873,4227,845,1784.49,2024-11-12,Pending
9874,5680,1799,1614.34,2025-04-16,Pending
9875,5932,2851,1296.41,2025-10-05,Accepted
9876,649,192,765.03,2024-07-01,Pending
9877,1410,1370,2511.57,2025-01-09,Accepted
9878,1106,981,1681.50,2025-09-05,Rejected
9879,2207,1014,2192.68,2025-07-11,Rejected
9880,2456,639,2250.94,2026-01-04,Pending
9881,2214,1696,2485.28,2024-09-30,Accepted
9882,4859,458,1167.66,2024-06-10,Pending
9883,135,1681,2281.15,2025-01-08,Pending
9884,2913,2578,1317.47,2024-06-29,Pending
9885,3636,1466,808.70,2025-06-04,Rejected
9886,4139,2148,417.44,2025-04-03,Pending
9887,1021,2156,335.30,2025-10-23,Rejected
9888,3698,90,1687.62,2024-09-16,Pending
9889,5657,41,2528.63,2025-10-28,Accepted
9890,958,1385,2046.52,2026-03-01,Accepted
9891,5051,1925,1892.32,2025-05-21,Pending
9892,510,1720,822.10,2025-01-15,Rejected
9893,3427,748,1665.03,2025-01-05,Pending
9894,4749,2264,468.44,2024-08-26,Pending
9895,3654,2010,347.45,2025-03-28,Rejected
9896,4462,1932,1648.27,2026-02-10,Pending
9897,565,750,679.47,2025-08-23,Pending
9898,2203,987,1532.32,2025-12-07,Pending
9899,1171,2305,1599.85,2025-05-28,Accepted
9900,2428,1300,998.68,2025-11-11,Accepted
9901,5114,510,811.19,2024-12-09,Rejected
9902,2503,1453,2189.11,2024-07-03,Accepted
9903,1010,687,350.40,2025-12-12,Rejected
9904,1901,1683,2458.15,2025-04-12,Rejected
9905,3868,2107,1301.93,2026-01-01,Rejected
9906,2883,1193,214.60,2025-04-01,Accepted
9907,3268,968,1454.85,2024-11-14,Accepted
9908,5961,157,1150.58,2025-08-19,Rejected
9909,5219,2589,1170.30,2024-09-16,Pending
9910,4835,2948,2296.75,2026-01-13,Pending
9911,2089,1476,689.19,2024-08-22,Pending
9912,1795,2990,1177.96,2025-03-06,Rejected
9913,4119,951,1203.98,2026-03-08,Rejected
9914,4364,1585,606.16,2026-03-03,Accepted
9915,1192,1068,616.10,2024-10-03,Accepted
9916,4401,1639,391.39,2025-03-28,Rejected
9917,5167,1228,1558.73,2024-10-03,Accepted
9918,3922,2300,2295.30,2025-01-24,Accepted
9919,936,2615,1938.68,2025-06-30,Pending
9920,209,1585,2538.18,2026-02-11,Accepted
9921,4409,574,2527.19,2024-11-03,Rejected
9922,1756,2091,2012.46,2025-02-06,Accepted
9923,4647,2246,735.36,2024-09-02,Rejected
9924,4312,2662,447.45,2025-10-13,Rejected
9925,5356,2571,550.60,2024-12-07,Rejected
9926,1534,2018,444.12,2026-01-26,Pending
9927,4514,975,1724.31,2025-06-07,Rejected
9928,5176,803,2210.32,2024-07-28,Accepted
9929,618,2310,1791.10,2024-12-01,Pending
9930,4591,803,1913.78,2026-02-08,Rejected
9931,3715,2206,122.15,2024-07-26,Rejected
9932,2138,359,1572.42,2025-06-24,Pending
9933,462,2689,2039.54,2025-10-20,Pending
9934,5308,1293,2565.29,2024-11-10,Rejected
9935,785,2482,1671.16,2026-02-28,Pending
9936,3718,1592,177.40,2025-12-29,Accepted
9937,5466,841,1462.10,2024-09-13,Accepted
9938,2773,1925,1217.50,2025-11-20,Rejected
9939,3112,2280,608.59,2025-09-08,Pending
9940,645,362,2017.78,2025-04-19,Accepted
9941,2080,2775,2464.07,2026-02-18,Accepted
9942,4986,2364,738.06,2024-08-31,Accepted
9943,1048,826,2064.90,2025-09-11,Accepted
9944,4184,2899,1616.07,2025-04-29,Accepted
9945,3906,173,2290.95,2024-09-22,Rejected
9946,3561,1992,1488.66,2025-02-04,Rejected
9947,5433,2069,1374.17,2024-10-28,Rejected
9948,4384,636,819.21,2024-10-13,Pending
9949,2244,2869,954.28,2025-10-11,Pending
9950,3594,2381,2450.84,2025-02-28,Rejected
9951,5231,81,1028.38,2025-11-05,Accepted
9952,4684,2881,2573.15,2026-03-09,Pending
9953,1561,2516,1794.57,2024-09-25,Accepted
9954,334,141,654.97,2025-11-28,Pending
9955,2044,16,477.68,2025-02-16,Rejected
9956,5800,884,1409.16,2024-06-23,Accepted
9957,1889,1654,1998.27,2025-09-18,Accepted
9958,572,2488,749.32,2024-07-03,Rejected
9959,4775,2665,516.61,2025-10-04,Accepted
9960,308,1873,2558.17,2025-12-23,Rejected
9961,3623,453,1250.71,2025-07-22,Pending
9962,4870,923,1146.22,2025-07-21,Accepted
9963,2565,2829,307.83,2025-01-22,Pending
9964,5415,651,2543.87,2025-12-23,Accepted
9965,3523,492,1819.55,2024-12-13,Pending
9966,3190,2884,556.87,2025-12-14,Accepted
9967,3612,2370,1861.41,2024-06-13,Accepted
9968,3313,2954,1429.76,2025-01-14,Accepted
9969,2357,2967,522.20,2025-01-29,Pending
9970,1177,2749,252.14,2024-09-15,Rejected
9971,5743,1937,1993.97,2025-01-27,Accepted
9972,4955,212,1247.05,2024-06-23,Accepted
9973,5252,2299,1710.00,2025-12-09,Rejected
9974,128,2885,2464.64,2026-01-19,Accepted
9975,4897,1650,1374.51,2024-07-16,Rejected
9976,1813,1817,965.06,2024-07-23,Pending
9977,4423,2250,172.42,2024-09-22,Rejected
9978,3733,2250,444.96,2025-02-12,Accepted
9979,3943,2942,2050.59,2025-11-12,Pending
9980,5025,1561,218.24,2026-02-24,Pending
9981,5773,1074,218.60,2024-10-05,Rejected
9982,3937,1743,427.00,2025-12-18,Pending
9983,2827,519,825.12,2025-02-16,Accepted
9984,5092,793,1218.57,2025-10-06,Rejected
9985,4304,2831,2301.15,2025-12-06,Accepted
9986,4398,2385,121.65,2025-04-13,Pending
9987,5173,2940,1517.67,2025-07-26,Pending
9988,584,2746,799.43,2024-10-17,Rejected
9989,4555,1266,1362.35,2025-05-03,Rejected
9990,3512,471,1386.44,2025-02-01,Accepted
9991,5478,137,981.78,2024-09-30,Pending
9992,3241,1690,2196.29,2026-01-06,Rejected
9993,779,316,1333.44,2025-02-13,Rejected
9994,4398,901,2414.17,2024-10-06,Rejected
9995,3543,822,2228.24,2025-09-14,Pending
9996,723,2818,261.43,2025-03-03,Pending
9997,5104,985,1687.40,2024-12-23,Accepted
9998,1601,1722,507.53,2025-11-03,Pending
9999,83,1801,1508.23,2024-09-03,Accepted
10000,904,1202,692.49,2025-09-15,Accepted
10001,1193,1211,888.60,2024-09-21,Rejected
10002,4018,2551,2153.85,2025-04-28,Rejected
10003,2233,947,1703.88,2024-07-11,Rejected
10004,2139,1329,195.55,2025-04-25,Pending
10005,4909,2514,81.75,2025-12-23,Accepted
10006,5882,2595,270.46,2024-08-09,Accepted
10007,4515,547,1030.56,2025-01-07,Pending
10008,1620,949,1537.36,2025-06-17,Accepted
10009,319,1581,1346.97,2025-06-17,Accepted
10010,2727,2914,1276.65,2025-10-04,Pending
10011,4764,424,377.03,2025-03-03,Accepted
10012,706,2766,99.84,2025-06-07,Accepted
10013,3965,1163,2126.65,2025-08-08,Pending
10014,3523,1751,428.27,2024-11-03,Pending
10015,234,2936,1061.06,2024-08-19,Rejected
10016,3330,2895,2132.27,2025-08-26,Rejected
10017,3354,2560,1201.55,2025-03-08,Accepted
10018,4285,1833,238.25,2025-11-09,Accepted
10019,228,2696,1134.27,2025-05-03,Pending
10020,1023,1903,2042.87,2025-02-24,Accepted
10021,3368,1089,1619.15,2026-03-05,Accepted
10022,1798,2743,1995.07,2025-03-03,Accepted
10023,142,1984,1670.08,2025-10-26,Accepted
10024,2770,2299,914.06,2025-05-02,Accepted
10025,4621,994,155.80,2024-08-22,Rejected
10026,5937,2558,305.46,2025-06-28,Pending
10027,5334,582,866.22,2025-08-21,Rejected
10028,4409,1220,1437.42,2025-10-04,Accepted
10029,3762,1283,204.15,2024-06-12,Accepted
10030,5960,868,1013.54,2025-09-15,Accepted
10031,5548,2964,301.05,2025-01-18,Pending
10032,4936,1851,540.02,2026-02-09,Accepted
10033,4887,2957,546.00,2025-02-03,Accepted
10034,431,1922,1882.65,2024-09-23,Rejected
10035,1191,1416,1592.43,2024-10-31,Rejected
10036,1264,1178,896.10,2025-10-03,Accepted
10037,3388,475,1226.86,2025-02-24,Pending
10038,3524,1300,1073.64,2024-12-17,Accepted
10039,5234,2352,161.97,2025-11-19,Pending
10040,841,91,995.09,2024-06-06,Pending
10041,4142,2111,1791.50,2024-06-05,Accepted
10042,5727,2681,622.66,2025-07-02,Rejected
10043,2267,793,1882.40,2024-06-11,Rejected
10044,968,1838,1445.88,2026-01-27,Rejected
10045,3314,658,217.46,2025-10-24,Pending
10046,4877,2763,1572.53,2025-05-06,Rejected
10047,3243,710,1073.92,2024-08-21,Rejected
10048,1927,285,1828.71,2025-01-10,Accepted
10049,3148,1804,1718.39,2025-03-16,Rejected
10050,5935,2452,1574.23,2024-12-19,Rejected
10051,162,1543,2080.95,2026-01-01,Accepted
10052,4456,1956,1727.36,2025-03-06,Rejected
10053,331,1255,1989.40,2024-07-18,Pending
10054,4932,1708,290.26,2025-02-06,Accepted
10055,4235,1062,1664.09,2024-07-25,Accepted
10056,4792,2724,999.74,2025-05-24,Accepted
10057,4567,1571,2467.85,2025-11-02,Rejected
10058,3167,2047,91.40,2024-11-22,Rejected
10059,3899,760,361.42,2025-06-10,Accepted
10060,2432,2970,523.13,2025-04-07,Pending
10061,4278,2597,1745.11,2024-06-05,Rejected
10062,394,2367,928.03,2025-09-09,Rejected
10063,2604,2624,1431.53,2025-09-28,Accepted
10064,5576,946,1485.39,2024-07-10,Rejected
10065,1074,2303,2196.59,2024-11-20,Accepted
10066,1998,2903,1891.23,2024-12-06,Rejected
10067,4075,1387,2229.79,2024-12-21,Rejected
10068,2242,1279,1931.46,2024-10-30,Rejected
10069,4320,2958,1830.51,2025-02-14,Accepted
10070,3822,2857,1329.38,2025-09-15,Accepted
10071,3705,2113,1354.05,2025-05-15,Pending
10072,1320,2191,869.29,2025-11-26,Pending
10073,2991,2795,1728.55,2025-08-03,Accepted
10074,578,1143,668.51,2026-02-03,Accepted
10075,4527,1550,1862.57,2025-11-09,Rejected
10076,981,2370,1446.07,2025-03-19,Pending
10077,959,2301,2061.84,2025-05-03,Accepted
10078,2335,77,536.87,2024-12-07,Pending
10079,3603,845,2265.71,2024-07-08,Pending
10080,2916,1988,1816.57,2025-05-16,Accepted
10081,207,2303,1910.87,2025-05-08,Rejected
10082,5097,2661,422.41,2024-12-06,Accepted
10083,3045,50,1273.55,2026-01-19,Pending
10084,4943,1164,1261.02,2024-08-16,Accepted
10085,5569,2508,1076.67,2024-10-03,Accepted
10086,1595,963,1226.13,2025-12-19,Pending
10087,3278,2437,1247.04,2024-10-20,Pending
10088,4107,1433,2541.09,2025-01-16,Pending
10089,1689,817,907.04,2025-07-03,Pending
10090,4249,1140,1675.84,2025-08-19,Rejected
10091,4410,1982,1224.90,2025-02-13,Pending
10092,2068,694,479.58,2025-11-07,Accepted
10093,4979,2909,1802.10,2025-10-07,Accepted
10094,3986,2096,1848.51,2026-02-07,Accepted
10095,5755,311,765.13,2024-10-11,Accepted
10096,5609,393,904.49,2025-06-12,Accepted
10097,1226,249,407.26,2024-10-03,Rejected
10098,2600,1562,2520.84,2026-01-21,Rejected
10099,3722,1173,1325.90,2025-09-06,Accepted
10100,163,792,254.88,2024-11-23,Pending
10101,345,1451,255.17,2024-07-20,Accepted
10102,2107,2965,928.69,2024-06-15,Accepted
10103,2872,511,785.24,2025-12-26,Accepted
10104,3872,2448,2340.71,2025-03-11,Accepted
10105,1289,1590,1061.47,2024-12-28,Accepted
10106,5923,1968,1467.25,2024-10-08,Pending
10107,1185,1742,654.83,2025-03-01,Pending
10108,5269,2117,83.14,2025-10-17,Rejected
10109,4853,5,866.72,2024-11-20,Accepted
10110,1143,2857,719.52,2025-06-21,Rejected
10111,3655,2641,661.80,2026-01-08,Accepted
10112,1474,52,2224.22,2026-01-06,Pending
10113,1288,1055,2240.34,2025-04-22,Accepted
10114,181,2067,1756.71,2026-01-17,Pending
10115,1866,2885,363.72,2026-01-02,Accepted
10116,4053,2595,1111.50,2025-05-28,Pending
10117,4437,1060,1975.16,2025-12-20,Pending
10118,5210,1829,2013.13,2024-08-10,Rejected
10119,3949,2874,2122.03,2025-05-16,Pending
10120,5762,2636,1468.70,2026-03-08,Pending
10121,1872,2191,586.19,2025-09-22,Pending
10122,4283,2208,217.81,2025-09-18,Pending
10123,1944,567,199.68,2025-06-05,Accepted
10124,5648,2542,1504.95,2025-09-19,Accepted
10125,2050,398,130.72,2026-02-21,Accepted
10126,3375,1020,243.01,2025-06-16,Rejected
10127,3569,1864,130.59,2025-06-25,Accepted
10128,1226,2305,1322.20,2026-03-07,Accepted
10129,58,2461,878.43,2025-01-08,Rejected
10130,468,1026,154.00,2026-01-16,Pending
10131,5059,2448,1109.98,2025-06-26,Pending
10132,1808,2040,947.14,2025-04-16,Accepted
10133,2181,2465,2255.60,2025-09-02,Accepted
10134,4761,1513,2195.25,2026-01-08,Pending
10135,4782,1653,2276.99,2025-07-27,Accepted
10136,4914,212,925.44,2025-11-18,Pending
10137,1836,2821,641.67,2024-09-23,Accepted
10138,700,401,2515.08,2025-11-14,Accepted
10139,5083,1742,2091.69,2025-07-18,Pending
10140,5988,905,750.63,2024-07-06,Pending
10141,2908,1811,2185.91,2025-11-21,Accepted
10142,3958,38,1087.16,2025-02-04,Accepted
10143,5156,197,2048.20,2025-02-19,Rejected
10144,4017,2148,1960.76,2026-01-25,Pending
10145,4574,2602,884.44,2025-02-14,Pending
10146,1365,2119,186.75,2025-06-02,Pending
10147,4368,2696,1656.88,2025-04-17,Pending
10148,4856,212,2228.01,2025-03-06,Accepted
10149,4788,1164,1465.05,2025-01-31,Accepted
10150,234,357,1902.15,2024-11-09,Rejected
10151,4290,1157,1458.29,2024-08-21,Rejected
10152,2077,561,1653.87,2025-12-27,Accepted
10153,2986,2306,100.29,2024-09-02,Rejected
10154,3471,1201,2054.20,2024-11-03,Rejected
10155,3554,1925,1728.35,2025-06-10,Rejected
10156,2674,2893,1107.43,2025-01-18,Rejected
10157,4064,1880,415.79,2025-06-19,Rejected
10158,1363,240,118.59,2025-12-02,Pending
10159,2868,1655,278.21,2024-10-11,Accepted
10160,2634,2243,344.60,2025-04-06,Accepted
10161,4681,1588,593.57,2024-08-01,Rejected
10162,907,2828,492.13,2024-10-29,Accepted
10163,1372,2484,964.96,2026-01-01,Pending
10164,1471,780,2368.86,2024-07-28,Rejected
10165,1167,538,808.07,2025-11-17,Rejected
10166,893,1830,1634.82,2024-08-27,Accepted
10167,5413,944,165.47,2025-09-03,Accepted
10168,5401,330,752.79,2024-12-07,Pending
10169,977,654,1579.83,2025-07-16,Rejected
10170,346,1211,1973.64,2025-03-24,Pending
10171,65,2396,457.42,2025-08-07,Pending
10172,2060,1405,1641.82,2025-03-13,Pending
10173,3172,744,538.33,2026-03-13,Pending
10174,4347,2852,962.37,2025-07-09,Accepted
10175,2623,1753,1317.55,2025-02-11,Accepted
10176,849,545,1362.45,2025-08-31,Pending
10177,5719,547,1315.15,2026-01-24,Pending
10178,1827,2273,1201.10,2025-02-15,Pending
10179,1419,1152,1961.91,2025-01-14,Rejected
10180,5685,2244,1428.60,2025-06-01,Pending
10181,2875,2302,1807.58,2024-11-25,Rejected
10182,4664,2476,1773.63,2024-11-15,Pending
10183,305,1487,216.24,2024-08-30,Rejected
10184,814,2130,953.71,2024-08-12,Accepted
10185,1858,2004,1138.70,2024-11-16,Rejected
10186,5688,2597,373.28,2025-08-15,Pending
10187,5555,2801,238.12,2025-01-31,Accepted
10188,884,2283,2492.97,2025-04-25,Pending
10189,4187,501,2220.08,2025-10-16,Rejected
10190,4452,1228,1503.14,2024-10-19,Accepted
10191,1382,2578,1075.54,2024-10-30,Pending
10192,2853,144,1315.91,2025-05-28,Pending
10193,1120,2363,844.85,2024-11-15,Rejected
10194,1419,1789,1866.18,2025-10-13,Pending
10195,4651,1822,2301.04,2024-12-29,Rejected
10196,823,2850,1868.32,2025-07-21,Pending
10197,839,29,1672.29,2025-02-05,Rejected
10198,5038,2535,1905.40,2024-10-31,Pending
10199,3413,2870,238.32,2024-08-26,Accepted
10200,431,1243,587.42,2024-09-13,Pending
10201,5300,826,2031.06,2025-07-28,Pending
10202,5785,868,520.84,2025-09-18,Pending
10203,1710,518,470.37,2025-03-21,Rejected
10204,5491,1419,482.49,2024-06-10,Accepted
10205,5321,2016,874.61,2026-03-01,Rejected
10206,758,1858,1052.69,2024-08-31,Accepted
10207,2727,1483,113.30,2024-12-09,Accepted
10208,4214,2228,1228.65,2025-11-12,Pending
10209,2392,14,1046.71,2025-12-30,Rejected
10210,2317,1305,2245.74,2026-01-29,Accepted
10211,1027,2982,836.51,2025-05-31,Rejected
10212,3337,2341,2265.50,2025-02-25,Pending
10213,364,1817,2470.04,2025-06-29,Accepted
10214,4291,2947,1718.23,2025-02-22,Rejected
10215,1179,2423,2521.38,2025-05-08,Pending
10216,2276,2350,2186.17,2025-03-13,Rejected
10217,5373,975,236.10,2024-09-19,Rejected
10218,4273,1605,2265.38,2026-01-20,Accepted
10219,518,3000,2107.37,2024-06-22,Accepted
10220,5038,615,1919.99,2025-01-29,Accepted
10221,760,932,126.76,2024-10-12,Rejected
10222,4827,2856,2010.59,2024-12-21,Accepted
10223,1787,2934,2173.38,2024-10-29,Accepted
10224,1228,2480,1946.08,2025-06-19,Pending
10225,5215,110,2033.26,2025-02-28,Pending
10226,1104,332,2053.65,2025-07-10,Accepted
10227,2738,1557,1426.08,2025-08-19,Rejected
10228,2888,2248,1386.55,2025-04-06,Pending
10229,2836,809,1263.91,2025-01-20,Rejected
10230,2612,2415,881.86,2024-08-20,Rejected
10231,5712,1546,455.11,2024-10-19,Pending
10232,1371,1756,688.99,2024-10-09,Rejected
10233,2991,2787,1635.86,2024-12-27,Accepted
10234,5765,1292,1977.79,2025-05-12,Rejected
10235,477,2781,1825.24,2025-09-09,Accepted
10236,2584,2090,2335.39,2024-09-09,Rejected
10237,5261,1627,2424.66,2024-10-03,Rejected
10238,5613,1937,2477.93,2024-09-04,Rejected
10239,867,1752,1820.33,2025-10-23,Accepted
10240,3042,2305,535.99,2026-01-03,Accepted
10241,2272,2561,1892.27,2025-10-28,Pending
10242,1048,2656,1085.29,2025-08-03,Rejected
10243,5658,883,2006.22,2025-12-07,Pending
10244,4597,2213,651.59,2025-06-19,Accepted
10245,4272,1982,1440.65,2024-11-20,Rejected
10246,5282,889,2434.87,2025-07-23,Rejected
10247,3166,330,2426.98,2024-12-08,Accepted
10248,1206,234,1141.66,2025-03-13,Pending
10249,4724,214,157.77,2025-10-05,Rejected
10250,819,1256,600.85,2025-06-26,Pending
10251,5603,1041,915.74,2025-10-23,Rejected
10252,3645,2483,1000.67,2025-02-05,Rejected
10253,4467,1532,482.26,2025-03-11,Pending
10254,2003,984,2335.23,2025-09-25,Accepted
10255,272,2178,995.28,2025-12-18,Accepted
10256,1131,812,2251.29,2024-08-28,Rejected
10257,2812,1764,2045.25,2025-03-14,Rejected
10258,4367,736,572.64,2026-02-28,Pending
10259,3759,2971,1261.07,2025-07-16,Pending
10260,854,2195,1645.51,2026-02-17,Accepted
10261,5151,134,2203.99,2025-12-09,Pending
10262,2596,2696,176.03,2024-11-10,Accepted
10263,5806,95,1572.37,2025-01-25,Rejected
10264,1940,2642,710.12,2024-06-13,Rejected
10265,933,2231,2225.54,2024-07-19,Rejected
10266,402,1988,800.41,2025-01-08,Pending
10267,477,1137,1800.45,2024-09-16,Rejected
10268,918,2917,1417.93,2025-12-28,Accepted
10269,5032,685,1876.90,2024-11-16,Rejected
10270,1492,156,2074.77,2024-06-18,Accepted
10271,2519,2435,713.84,2026-02-14,Rejected
10272,2806,2391,1499.61,2025-01-02,Pending
10273,1853,1078,1932.17,2024-08-01,Pending
10274,270,53,1793.95,2025-08-31,Rejected
10275,3181,497,1123.30,2025-12-25,Rejected
10276,2055,2159,1777.08,2024-10-18,Rejected
10277,5898,1841,1930.97,2024-12-09,Rejected
10278,3738,1999,1972.81,2026-01-30,Rejected
10279,704,2619,2334.86,2025-08-13,Pending
10280,5941,804,1335.13,2025-03-17,Accepted
10281,3398,2348,143.42,2025-06-15,Rejected
10282,344,683,1727.85,2024-11-19,Accepted
10283,3063,1254,523.46,2025-03-06,Pending
10284,760,1031,1599.87,2025-07-02,Accepted
10285,1091,447,623.08,2025-09-11,Pending
10286,29,2234,1994.35,2025-07-19,Rejected
10287,3094,1889,670.08,2025-07-16,Rejected
10288,3311,13,1134.95,2025-09-12,Rejected
10289,5136,2615,855.52,2025-04-01,Accepted
10290,5129,198,2288.84,2025-02-01,Rejected
10291,4676,952,2252.56,2025-06-10,Accepted
10292,5454,175,212.57,2025-10-03,Rejected
10293,5935,1309,1613.38,2025-09-28,Rejected
10294,3739,1204,1911.27,2026-01-19,Pending
10295,5176,1084,1076.74,2025-08-18,Pending
10296,108,2033,2515.94,2025-10-02,Rejected
10297,4912,2227,2518.85,2025-04-16,Rejected
10298,5953,1517,1110.59,2025-12-20,Rejected
10299,509,2668,1953.15,2025-05-18,Rejected
10300,4003,1307,1787.62,2024-12-22,Accepted
10301,5708,123,2484.32,2026-01-29,Rejected
10302,5895,112,810.03,2025-07-25,Accepted
10303,5343,1825,254.64,2026-01-19,Pending
10304,5135,1018,2101.25,2025-06-26,Rejected
10305,1321,2526,1723.10,2025-12-16,Pending
10306,475,981,1443.58,2025-08-26,Accepted
10307,1292,1522,1683.97,2024-10-29,Rejected
10308,1129,1852,1191.04,2025-05-27,Pending
10309,5553,779,731.60,2025-09-04,Accepted
10310,359,2354,1794.42,2025-01-16,Accepted
10311,3735,420,2360.98,2024-07-17,Pending
10312,948,2189,722.19,2025-04-26,Pending
10313,390,1365,263.45,2026-02-01,Accepted
10314,5287,635,1599.12,2024-08-25,Rejected
10315,2962,2654,2317.89,2025-10-02,Rejected
10316,1539,484,1024.19,2025-08-13,Rejected
10317,5685,2598,2519.68,2025-01-23,Rejected
10318,5051,1342,237.24,2024-10-03,Pending
10319,540,1773,2479.04,2024-09-27,Pending
10320,3419,2621,1135.14,2025-10-28,Rejected
10321,3685,381,767.07,2025-12-10,Pending
10322,1787,2981,1225.34,2024-10-24,Pending
10323,4773,2073,1345.31,2025-12-13,Rejected
10324,4805,1438,501.12,2024-06-01,Accepted
10325,4203,954,2359.38,2026-01-06,Rejected
10326,3175,2657,1021.15,2025-11-11,Accepted
10327,328,88,226.92,2025-07-05,Pending
10328,974,695,639.97,2024-07-24,Accepted
10329,287,2842,2458.49,2024-06-14,Rejected
10330,3029,2267,244.21,2025-07-09,Accepted
10331,4793,2365,1476.76,2025-03-28,Rejected
10332,916,146,831.12,2025-08-07,Accepted
10333,357,1348,1940.00,2025-04-17,Pending
10334,66,264,845.36,2024-09-02,Accepted
10335,3868,1284,240.23,2024-11-29,Rejected
10336,404,2762,1898.60,2025-09-27,Pending
10337,5690,602,706.50,2025-10-02,Accepted
10338,1660,2453,1479.71,2026-03-09,Pending
10339,3722,78,233.00,2025-04-10,Accepted
10340,5654,2925,1307.44,2025-04-09,Rejected
10341,3657,2644,444.86,2025-07-17,Rejected
10342,425,2593,893.37,2025-05-28,Rejected
10343,2723,1234,1425.82,2026-02-28,Rejected
10344,1423,1428,2467.24,2024-07-11,Accepted
10345,891,2362,2153.49,2025-08-19,Pending
10346,1807,2327,2310.40,2024-12-04,Accepted
10347,3604,1485,1221.08,2024-11-05,Rejected
10348,4545,2417,1331.65,2024-10-03,Pending
10349,5672,891,298.87,2024-07-04,Pending
10350,2328,843,1406.17,2025-03-11,Pending
10351,477,1621,349.49,2024-11-20,Rejected
10352,620,2330,1414.58,2024-08-26,Accepted
10353,3604,2667,1249.53,2025-09-06,Accepted
10354,1026,697,556.68,2025-05-14,Pending
10355,667,1771,2171.58,2025-03-08,Rejected
10356,518,1081,514.51,2024-07-06,Pending
10357,795,1664,545.06,2026-02-26,Pending
10358,3503,731,252.88,2025-01-04,Accepted
10359,4026,2823,1038.02,2025-04-13,Rejected
10360,4764,1842,2169.40,2025-07-02,Rejected
10361,1207,515,1822.54,2025-12-11,Accepted
10362,2981,2524,465.95,2025-05-18,Rejected
10363,3289,1799,967.02,2025-07-20,Accepted
10364,3285,1988,1661.50,2026-01-12,Pending
10365,552,1280,2187.05,2024-07-03,Pending
10366,5828,2201,417.60,2025-11-17,Rejected
10367,5257,993,1762.57,2025-05-19,Accepted
10368,2395,2332,1170.25,2025-11-17,Accepted
10369,1636,935,1270.35,2026-02-17,Pending
10370,5684,2767,2096.08,2024-08-08,Rejected
10371,5959,922,2009.76,2025-09-13,Rejected
10372,4808,1889,1870.41,2025-09-23,Rejected
10373,1274,955,123.64,2025-11-24,Pending
10374,4174,2584,2518.80,2025-11-14,Accepted
10375,4961,1985,1781.24,2026-03-07,Rejected
10376,5293,681,1821.02,2024-10-12,Rejected
10377,95,1431,1749.46,2026-02-22,Pending
10378,5140,1440,1901.34,2025-11-26,Rejected
10379,1783,1086,2036.04,2025-01-13,Accepted
10380,594,2227,1674.83,2026-03-02,Pending
10381,1285,2952,329.74,2026-02-11,Rejected
10382,1398,1983,1692.86,2025-04-10,Pending
10383,948,125,1097.72,2025-10-29,Pending
10384,1382,1579,1450.04,2025-07-10,Accepted
10385,44,2313,2223.07,2024-10-04,Rejected
10386,2030,779,1745.08,2024-10-24,Pending
10387,4505,1363,1677.31,2024-07-18,Accepted
10388,5022,2959,544.16,2024-08-24,Accepted
10389,1285,1864,2194.83,2024-07-07,Accepted
10390,5813,2798,652.88,2025-08-05,Pending
10391,1194,1960,900.77,2024-10-30,Rejected
10392,378,1238,2112.98,2025-05-15,Rejected
10393,3360,2193,1585.80,2024-11-06,Rejected
10394,3357,2550,2289.78,2025-07-05,Rejected
10395,210,1750,1101.78,2025-01-08,Accepted
10396,5095,1028,1554.50,2025-06-23,Accepted
10397,5263,1236,100.13,2025-12-30,Pending
10398,4628,460,2516.68,2025-12-08,Accepted
10399,623,2421,575.79,2025-03-25,Rejected
10400,1738,188,145.58,2025-01-05,Pending
10401,183,2819,1980.38,2025-07-26,Rejected
10402,1567,19,641.12,2025-07-29,Accepted
10403,5534,543,121.65,2025-12-27,Accepted
10404,1698,1799,2078.23,2024-08-05,Rejected
10405,3031,1679,2337.20,2024-09-24,Accepted
10406,5709,1120,2462.33,2026-03-08,Pending
10407,1075,2020,1386.93,2024-08-20,Accepted
10408,1282,2603,1212.86,2024-06-29,Accepted
10409,1711,707,1952.60,2025-05-08,Rejected
10410,5556,783,2325.59,2024-07-03,Pending
10411,5374,961,1827.45,2025-06-19,Rejected
10412,3604,987,1949.53,2025-01-18,Rejected
10413,2548,2948,1956.14,2024-12-06,Accepted
10414,1046,145,694.73,2025-10-12,Rejected
10415,984,2956,2373.49,2025-11-06,Pending
10416,1522,99,2125.23,2026-02-12,Pending
10417,1992,2878,1167.80,2024-09-29,Rejected
10418,1324,700,1525.34,2024-06-03,Pending
10419,2480,1398,336.86,2024-07-02,Accepted
10420,3955,1588,635.93,2024-07-19,Rejected
10421,3915,303,1655.97,2024-06-25,Accepted
10422,5393,1112,794.83,2025-08-27,Pending
10423,1988,2533,965.72,2025-07-20,Rejected
10424,1170,265,2169.17,2024-08-28,Rejected
10425,4939,2529,2514.87,2026-01-18,Accepted
10426,2090,2943,1334.59,2025-12-02,Rejected
10427,5490,2315,881.63,2025-11-08,Rejected
10428,598,1338,2363.22,2026-03-06,Rejected
10429,2100,58,407.47,2024-06-19,Pending
10430,5980,2790,959.15,2025-07-04,Rejected
10431,2898,2986,1113.16,2024-07-12,Rejected
10432,718,2395,2408.30,2024-12-23,Rejected
