project_id,client_id,skill_category,project_budget,project_post_date,project_status,num_bids,assigned_freelancer_id,completion_date
3009,812,Marketing,861.11,2024-05-07,Open,2,183,2024-09-16
3010,476,UI/UX,2473.58,2025-09-25,Open,12,2408,2025-06-11
3011,1130,Data & AI,106.14,2025-09-09,Cancelled,6,2459,2025-08-10
3012,386,Content,2411.71,2025-07-20,Open,2,2973,2025-11-15
3013,949,Content,2673.88,2025-02-26,Completed,5,2808,2025-07-04
3014,1143,Data & AI,2242.31,2024-06-22,Completed,10,2509,2025-12-03
3015,667,Content,3062.98,2024-10-09,Completed,14,863,2025-01-04
3016,493,UI/UX,815.16,2024-08-08,Open,12,2351,2025-11-15
3017,134,Content,341.67,2025-07-09,Cancelled,4,2514,2026-01-19
3018,709,Web Development,2920.37,2026-01-06,Open,3,78,2026-01-21
3019,386,Cloud,3094.81,2026-01-03,Open,4,1652,2024-07-27
3020,631,Marketing,1977.07,2024-11-01,Cancelled,15,459,2025-05-12
3021,909,Marketing,2089.57,2024-07-29,Cancelled,4,1320,2025-05-22
3022,348,UI/UX,1588.37,2025-07-31,Completed,3,2606,2025-08-18
3023,1073,UI/UX,2195.01,2026-01-19,Cancelled,14,1971,2026-02-03
3024,32,Web Development,2641.50,2024-05-29,Completed,4,2891,2025-06-16
3025,122,UI/UX,1055.27,2024-09-12,Cancelled,1,382,2024-11-06
3026,480,Content,432.30,2024-12-14,Completed,5,2279,2025-07-28
3027,1027,Cloud,160.31,2025-06-20,Open,11,1057,2025-11-26
3028,818,Cloud,1772.56,2024-07-24,Cancelled,7,1067,2025-04-02
3029,653,Data & AI,831.22,2025-06-25,Cancelled,1,1291,2026-02-22
3030,797,Data & AI,2580.18,2025-04-12,Cancelled,12,251,2026-02-14
3031,609,Marketing,563.51,2025-06-09,Cancelled,14,557,2025-07-29
3032,417,Web Development,525.48,2024-05-08,Cancelled,1,2822,2025-10-21
3033,472,UI/UX,999.91,2024-04-29,Cancelled,14,801,2025-08-28
3034,1080,Marketing,2194.97,2024-06-22,Open,12,822,2025-03-27
3035,886,Web Development,1023.94,2024-12-21,Open,14,408,2025-12-25
3036,1025,Web Development,1599.36,2025-02-28,Cancelled,1,251,2024-11-22
3037,447,UI/UX,633.14,2025-01-15,Open,9,253,2025-01-25
3038,361,Marketing,1585.85,2025-05-07,Open,8,1968,2025-03-25
3039,1156,Marketing,1310.87,2025-01-22,Cancelled,11,286,2026-01-10
3040,274,UI/UX,1838.35,2025-02-13,Open,10,2201,2025-02-10
3041,953,Web Development,2730.72,2025-07-15,Cancelled,6,741,2025-01-31
3042,610,UI/UX,3098.48,2024-12-05,Completed,9,1545,2026-03-11
3043,1168,Content,1438.01,2025-12-29,Cancelled,2,1835,2026-02-11
3044,984,Cloud,1193.49,2025-04-10,Completed,5,1031,2024-11-29
3045,324,Marketing,993.68,2026-02-15,Open,1,2068,2025-07-21
3046,62,Content,621.67,2025-01-04,Cancelled,13,1866,2024-09-12
3047,902,Cloud,2129.02,2024-08-03,Open,8,2411,2025-08-25
3048,985,Marketing,742.60,2025-01-16,Cancelled,10,1382,2025-01-20
3049,1017,Cloud,2435.15,2025-12-18,Cancelled,6,1120,2025-04-11
3050,532,Web Development,2696.61,2026-02-24,Cancelled,6,457,2024-12-23
3051,1068,Web Development,225.12,2025-05-31,Completed,6,2198,2025-08-01
3052,631,Data & AI,276.24,2026-01-16,Open,10,2167,2025-06-12
3053,1145,Web Development,1473.11,2026-01-06,Open,5,2825,2025-07-26
3054,368,Web Development,2116.43,2025-04-24,Cancelled,5,2007,2024-10-01
3055,1161,Cloud,418.85,2024-10-23,Completed,9,1909,2026-02-03
3056,912,Marketing,1455.10,2024-05-24,Open,3,1342,2025-11-27
3057,13,UI/UX,2822.36,2025-03-25,Completed,10,1553,2025-03-07
3058,975,Content,225.10,2026-02-09,Open,3,2468,2025-07-28
3059,970,UI/UX,1299.72,2025-01-09,Open,3,1549,2025-07-24
3060,392,Marketing,412.50,2025-10-10,Open,7,2395,2025-05-21
3061,1123,Cloud,1285.98,2024-11-08,Cancelled,8,631,2026-01-05
3062,497,Marketing,2822.84,2024-10-14,Completed,6,127,2025-12-03
3063,878,Cloud,1778.03,2025-09-14,Cancelled,5,1252,2025-07-16
3064,855,Web Development,112.81,2025-01-12,Cancelled,4,1224,2026-01-12
3065,585,UI/UX,2253.95,2024-05-24,Completed,12,1124,2025-05-23
3066,317,Data & AI,2879.58,2025-03-11,Cancelled,13,2513,2024-10-21
3067,1091,Marketing,1756.65,2024-09-25,Open,11,2258,2025-11-18
3068,373,Cloud,763.32,2025-11-23,Open,14,2507,2025-04-04
3069,1137,UI/UX,1885.41,2025-12-14,Open,1,1434,2025-10-09
3070,1064,Web Development,2693.08,2024-11-25,Completed,14,2552,2025-01-09
3071,611,Content,901.24,2025-05-31,Completed,14,1878,2026-03-03
3072,613,Cloud,2754.37,2024-09-26,Open,5,2427,2025-11-26
3073,1048,Cloud,980.89,2026-02-21,Completed,13,1229,2025-01-15
3074,226,Marketing,2544.82,2024-09-21,Completed,5,1461,2024-09-18
3075,465,Web Development,2100.40,2024-10-26,Open,13,1701,2025-02-13
3076,452,UI/UX,353.64,2024-06-27,Open,2,1380,2025-11-20
3077,882,Cloud,595.45,2026-03-07,Open,14,2038,2024-11-21
3078,611,UI/UX,755.88,2024-10-04,Cancelled,9,2979,2026-02-12
3079,602,UI/UX,2786.77,2026-01-26,Cancelled,11,666,2025-11-09
3080,507,Data & AI,2238.61,2024-04-15,Cancelled,8,379,2025-09-20
3081,929,Web Development,1274.80,2025-10-01,Open,3,822,2026-03-11
3082,871,Marketing,1608.40,2024-11-18,Cancelled,7,2208,2025-03-10
3083,1071,Cloud,2804.96,2026-02-20,Completed,7,1671,2026-01-26
3084,1147,Content,2314.25,2024-11-30,Cancelled,7,1084,2025-05-15
3085,1115,Data & AI,1198.84,2025-05-25,Open,9,246,2024-08-14
3086,838,Content,2216.48,2026-01-29,Cancelled,15,1554,2024-11-20
3087,1165,UI/UX,1935.89,2024-12-11,Cancelled,10,2175,2025-01-10
3088,221,UI/UX,1893.01,2024-10-15,Open,14,1005,2026-01-17
3089,878,Cloud,2893.15,2025-04-16,Cancelled,1,2552,2024-10-18
3090,945,Marketing,761.39,2024-09-29,Open,9,2538,2025-05-23
3091,198,Web Development,2010.27,2025-04-27,Open,12,1243,2025-09-15
3092,910,Web Development,1775.92,2025-08-11,Open,15,920,2025-12-11
3093,479,Web Development,1548.58,2024-07-14,Completed,13,2842,2025-05-12
3094,322,Data & AI,1504.17,2026-01-03,Open,2,2933,2024-08-14
3095,307,Cloud,1223.21,2026-01-19,Cancelled,2,1767,2024-12-21
3096,269,Marketing,369.15,2024-11-13,Cancelled,12,1429,2024-11-08
3097,940,Marketing,1036.15,2025-03-23,Open,10,1284,2024-09-11
3098,943,Cloud,1924.81,2024-11-25,Cancelled,9,1228,2025-05-24
3099,449,UI/UX,1129.19,2024-08-27,Completed,11,258,2025-04-02
3100,1048,Cloud,1146.00,2025-06-11,Open,9,2876,2025-09-25
3101,54,Cloud,2714.52,2024-07-19,Open,6,676,2025-03-11
3102,1097,Cloud,1492.84,2024-12-06,Completed,5,2610,2025-05-13
3103,681,Marketing,1136.10,2025-11-26,Open,8,2989,2025-04-07
3104,310,Data & AI,983.38,2025-10-04,Cancelled,15,1003,2025-06-13
3105,744,Marketing,1247.05,2025-07-18,Open,11,1864,2024-09-12
3106,310,Cloud,752.38,2025-10-07,Open,12,1030,2025-04-04
3107,653,Content,1353.93,2024-07-12,Open,5,2407,2024-07-24
3108,1106,Web Development,169.98,2024-08-21,Open,3,236,2025-07-02
3109,989,Web Development,2523.55,2025-05-15,Completed,11,2010,2024-11-03
3110,1127,Cloud,348.13,2025-02-11,Cancelled,4,2333,2025-02-01
3111,474,Cloud,1941.92,2026-01-03,Open,10,355,2026-02-02
3112,735,Web Development,570.80,2024-07-31,Cancelled,13,335,2024-07-26
3113,1014,Marketing,1781.23,2025-05-19,Open,6,1344,2024-10-01
3114,518,Cloud,923.64,2024-11-18,Completed,9,1054,2025-05-22
3115,94,Marketing,842.51,2024-06-11,Completed,3,35,2024-09-27
3116,435,Cloud,1919.20,2025-08-18,Completed,9,1367,2026-02-08
3117,1027,Cloud,1000.38,2025-07-31,Completed,12,1666,2025-10-13
3118,331,Content,464.20,2025-05-26,Cancelled,3,2862,2024-08-30
3119,473,Cloud,2689.03,2024-08-26,Completed,11,2181,2024-11-18
3120,409,Cloud,2699.09,2024-04-16,Open,2,576,2024-09-04
3121,583,Content,1393.45,2024-07-02,Completed,15,304,2024-09-06
3122,112,UI/UX,3082.16,2025-01-29,Completed,9,835,2025-11-02
3123,136,Cloud,2788.47,2025-05-19,Cancelled,11,1997,2025-04-11
3124,374,UI/UX,634.73,2025-04-13,Open,15,2219,2025-05-30
3125,647,Content,1502.11,2024-05-24,Completed,10,2190,2026-03-07
3126,519,UI/UX,707.35,2025-11-21,Cancelled,5,662,2025-10-17
3127,181,UI/UX,1719.93,2025-04-16,Cancelled,15,2872,2024-10-09
3128,51,Cloud,573.06,2025-03-02,Completed,4,1014,2025-08-28
3129,901,Data & AI,1217.99,2024-07-04,Open,8,435,2025-05-22
3130,314,Content,2645.40,2024-06-06,Cancelled,13,2888,2025-10-21
3131,313,Cloud,559.47,2025-06-13,Completed,9,712,2024-10-12
3132,821,Marketing,1300.28,2025-03-19,Cancelled,2,2957,2025-10-28
3133,939,Cloud,2839.79,2025-06-17,Open,10,2137,2024-10-29
3134,317,UI/UX,479.44,2024-08-12,Cancelled,2,588,2025-08-14
3135,880,Data & AI,533.52,2025-09-13,Open,8,680,2025-02-07
3136,556,Web Development,1932.28,2025-11-20,Completed,5,1420,2026-01-04
3137,701,Web Development,2426.06,2025-11-21,Open,6,2250,2025-10-16
3138,594,Marketing,1623.39,2025-08-18,Completed,6,1432,2025-06-30
3139,840,Content,1489.90,2025-06-11,Open,5,611,2025-10-08
3140,589,Data & AI,2870.02,2025-03-20,Completed,14,1492,2025-03-23
3141,1002,Content,2407.06,2025-08-26,Open,15,1668,2025-01-25
3142,925,Data & AI,1304.13,2024-10-25,Open,4,2450,2024-11-17
3143,134,Cloud,1877.99,2024-07-20,Cancelled,3,672,2025-02-08
3144,445,Data & AI,1303.65,2024-10-10,Open,5,2544,2026-03-05
3145,834,Content,1383.65,2026-01-14,Completed,9,978,2024-10-16
3146,200,Content,2538.64,2025-06-23,Cancelled,1,2690,2024-12-09
3147,321,Marketing,597.26,2024-09-21,Open,7,2168,2025-09-25
3148,313,Web Development,2032.02,2025-07-16,Completed,4,483,2025-08-02
3149,829,Cloud,145.06,2024-04-17,Cancelled,4,2304,2025-07-04
3150,593,Cloud,171.47,2025-05-01,Open,1,624,2024-10-03
3151,732,Marketing,475.55,2025-01-13,Open,11,1167,2025-12-04
3152,950,Cloud,2493.27,2025-02-02,Cancelled,1,181,2025-05-16
3153,290,Content,2258.33,2025-10-21,Cancelled,7,1236,2025-07-23
3154,1186,Data & AI,2879.30,2025-05-09,Completed,9,2213,2025-05-30
3155,1159,Content,1203.31,2025-09-13,Completed,4,2795,2025-07-14
3156,762,Marketing,923.79,2025-10-31,Completed,12,1427,2024-10-13
3157,1163,Cloud,220.52,2025-01-19,Cancelled,1,594,2025-06-06
3158,299,Cloud,1439.53,2025-11-19,Open,10,1450,2025-04-15
3159,611,Marketing,905.48,2025-03-02,Completed,15,1548,2025-04-03
3160,365,Marketing,1465.16,2025-09-25,Cancelled,13,1908,2024-11-22
3161,224,Marketing,893.52,2026-02-21,Open,15,1182,2024-08-31
3162,903,Web Development,1085.62,2024-06-23,Completed,11,1805,2025-04-23
3163,655,Cloud,3043.38,2025-08-14,Cancelled,3,5,2026-03-08
3164,91,Marketing,1411.46,2024-09-29,Open,10,1201,2025-02-03
3165,264,Web Development,2492.12,2024-10-20,Open,6,77,2025-05-22
3166,986,UI/UX,1359.58,2025-12-11,Completed,15,383,2025-01-24
3167,614,Marketing,2800.46,2025-11-03,Open,3,1062,2024-09-04
3168,967,Cloud,2918.90,2024-08-26,Cancelled,1,2986,2024-12-20
3169,140,Marketing,573.23,2025-04-23,Open,10,1030,2024-12-11
3170,110,Cloud,1368.17,2024-07-13,Open,1,2925,2025-08-25
3171,83,Data & AI,1656.00,2025-05-24,Completed,12,2906,2025-02-15
3172,330,Data & AI,2883.31,2025-12-05,Open,15,1232,2025-05-19
3173,587,Marketing,1021.57,2025-10-21,Cancelled,11,450,2025-05-24
3174,685,Data & AI,980.46,2025-11-15,Completed,5,2188,2025-06-20
3175,1032,Data & AI,327.39,2024-11-26,Cancelled,13,682,2025-03-31
3176,656,UI/UX,3012.68,2024-10-17,Completed,14,889,2025-09-14
3177,629,UI/UX,912.88,2025-01-31,Completed,4,2024,2024-11-09
3178,1144,Web Development,2546.22,2024-09-21,Completed,2,1834,2025-09-30
3179,66,UI/UX,104.21,2024-06-19,Cancelled,14,1045,2024-10-28
3180,822,Marketing,1550.59,2025-06-04,Completed,10,2777,2025-06-20
3181,199,Web Development,1773.89,2025-09-21,Completed,12,1306,2024-12-13
3182,50,Marketing,2861.94,2025-03-06,Cancelled,6,2968,2025-09-09
3183,1128,Content,1105.25,2024-09-20,Cancelled,1,1045,2025-11-12
3184,54,UI/UX,2868.05,2025-07-10,Cancelled,2,250,2024-11-03
3185,591,UI/UX,2211.56,2025-05-12,Cancelled,12,630,2025-09-17
3186,94,Cloud,1881.98,2024-09-14,Completed,11,108,2024-09-19
3187,573,UI/UX,2541.24,2024-12-27,Cancelled,5,1497,2025-09-17
3188,1011,Data & AI,161.51,2026-02-23,Completed,13,1462,2024-10-21
3189,921,Web Development,1024.95,2025-03-07,Open,4,837,2025-02-21
3190,834,Marketing,3061.75,2024-09-11,Completed,9,1065,2025-12-16
3191,517,Web Development,1340.77,2025-08-08,Cancelled,7,985,2025-12-16
3192,511,UI/UX,544.37,2025-06-18,Cancelled,15,107,2025-01-19
3193,249,Web Development,2206.04,2024-08-08,Cancelled,7,2061,2024-09-02
3194,1052,UI/UX,233.43,2024-10-12,Cancelled,10,1131,2024-10-18
3195,245,Content,1822.41,2025-01-27,Open,6,2532,2025-02-24
3196,237,UI/UX,861.46,2024-08-10,Open,13,1867,2025-02-19
3197,390,Web Development,2247.54,2025-03-22,Open,5,176,2025-12-06
3198,852,Marketing,1063.35,2024-09-30,Cancelled,7,223,2025-08-15
3199,823,Web Development,2944.63,2024-10-06,Open,6,2280,2024-11-21
3200,918,Cloud,1480.22,2025-03-05,Cancelled,3,1468,2025-08-10
3201,843,Content,2845.55,2024-07-22,Cancelled,10,1743,2026-01-11
3202,709,Content,2661.17,2025-04-26,Completed,2,832,2024-07-31
3203,89,Marketing,2010.89,2025-06-18,Cancelled,12,1898,2024-11-12
3204,93,Marketing,1722.81,2025-05-04,Open,5,2329,2025-07-10
3205,161,UI/UX,1502.14,2025-02-17,Cancelled,5,499,2025-10-17
3206,399,Web Development,2123.08,2026-02-28,Open,7,1190,2025-08-20
3207,587,Marketing,1097.65,2025-11-28,Completed,9,2161,2024-12-03
3208,1136,Data & AI,1120.68,2026-02-26,Cancelled,13,731,2025-10-03
3209,1028,Marketing,1845.98,2025-11-10,Cancelled,6,2364,2025-03-13
3210,363,Marketing,2219.05,2024-10-21,Open,14,827,2025-04-12
3211,328,Content,2974.99,2024-09-07,Completed,3,2339,2025-06-25
3212,426,Data & AI,1370.81,2024-10-11,Open,4,2233,2025-06-02
3213,784,Content,2137.24,2024-06-28,Open,12,258,2025-01-04
3214,886,Web Development,2488.57,2025-09-01,Completed,9,199,2025-06-29
3215,483,Data & AI,2447.19,2024-08-24,Cancelled,12,1884,2025-11-11
3216,698,Marketing,2170.93,2024-06-10,Completed,14,2407,2025-06-02
3217,21,Data & AI,165.16,2025-09-06,Completed,1,306,2025-10-04
3218,905,Cloud,572.70,2025-06-26,Open,13,2407,2024-12-10
3219,1038,Cloud,2055.48,2025-02-21,Completed,3,434,2025-07-09
3220,478,Content,869.03,2024-06-25,Open,11,115,2024-08-22
3221,423,Web Development,1204.76,2026-02-28,Open,7,1696,2025-07-17
3222,331,Cloud,1804.84,2024-11-23,Completed,1,2388,2025-09-17
3223,905,Content,2201.30,2024-05-29,Cancelled,5,496,2025-12-25
3224,414,UI/UX,615.33,2026-01-29,Open,12,1432,2025-04-03
3225,1024,Data & AI,2869.75,2025-12-10,Cancelled,4,2512,2025-12-21
3226,854,Web Development,1172.08,2025-11-28,Open,13,1581,2025-09-09
3227,1159,Web Development,2023.71,2025-09-28,Completed,13,347,2024-09-01
3228,812,Content,220.92,2024-07-31,Open,7,2368,2025-11-23
3229,1113,Marketing,2273.96,2025-04-07,Open,5,2104,2024-08-30
3230,153,Content,1096.03,2025-11-12,Cancelled,7,135,2025-07-14
3231,492,Data & AI,1505.07,2024-04-16,Completed,11,272,2026-03-03
3232,1147,UI/UX,1915.50,2025-07-20,Cancelled,14,1092,2025-09-03
3233,578,Marketing,404.57,2024-10-04,Open,9,1453,2025-11-03
3234,980,Cloud,339.26,2025-04-27,Open,2,769,2025-06-02
3235,209,Cloud,1762.97,2024-09-16,Cancelled,7,521,2025-05-17
3236,1089,Cloud,2133.62,2025-05-23,Completed,4,1635,2025-09-28
3237,736,Cloud,2602.31,2025-05-18,Cancelled,7,391,2025-05-16
3238,814,Marketing,1117.46,2024-10-26,Cancelled,1,630,2025-08-29
3239,53,Web Development,866.43,2024-08-14,Open,14,1366,2025-06-29
3240,139,Web Development,1688.86,2025-11-10,Completed,12,462,2024-09-24
3241,1033,Data & AI,1166.17,2025-08-15,Open,4,289,2025-12-07
3242,591,Data & AI,818.51,2024-07-04,Open,9,1278,2026-01-17
3243,883,Content,2828.23,2025-09-03,Completed,6,686,2024-11-29
3244,236,Cloud,2375.27,2025-01-16,Open,8,1402,2025-04-30
3245,589,UI/UX,530.81,2025-12-06,Completed,12,1626,2025-06-15
3246,681,Cloud,2296.24,2025-10-03,Open,4,971,2025-09-10
3247,1031,Marketing,3076.08,2024-08-25,Completed,1,1584,2025-04-09
3248,289,Marketing,1860.76,2025-12-05,Completed,10,2087,2025-09-12
3249,397,Web Development,1376.24,2024-05-27,Open,3,976,2025-08-30
3250,402,Marketing,1515.49,2024-11-18,Cancelled,5,2396,2025-08-08
3251,186,Marketing,716.66,2025-12-05,Open,7,2761,2025-04-01
3252,725,UI/UX,2792.10,2026-01-08,Cancelled,1,1719,2026-02-02
3253,752,Web Development,2313.76,2026-02-08,Completed,10,155,2025-07-18
3254,291,Content,2319.54,2024-12-13,Completed,2,1838,2024-11-19
3255,477,Web Development,3074.73,2024-09-09,Completed,9,2188,2025-12-19
3256,968,Marketing,2012.87,2025-10-12,Cancelled,1,2588,2025-03-02
3257,323,Marketing,749.47,2025-06-01,Completed,1,1305,2025-02-14
3258,308,UI/UX,1226.46,2024-10-23,Cancelled,14,712,2025-11-01
3259,701,Marketing,1741.14,2024-07-12,Cancelled,7,2296,2024-08-31
3260,504,Content,1154.22,2025-06-16,Open,9,2708,2025-08-22
3261,661,Marketing,271.46,2025-08-02,Open,14,889,2025-01-18
3262,1075,UI/UX,810.11,2025-10-21,Open,13,1581,2025-02-17
3263,649,Cloud,2247.33,2024-04-12,Completed,7,410,2025-08-27
3264,1124,Data & AI,3051.12,2024-11-03,Open,11,194,2025-01-29
3265,240,Data & AI,231.93,2024-09-25,Open,7,1646,2024-08-12
3266,987,UI/UX,1551.09,2024-11-03,Completed,6,2686,2026-02-22
3267,757,UI/UX,555.92,2025-12-14,Open,4,1294,2025-08-26
3268,842,Content,2446.80,2025-10-11,Completed,8,2311,2024-11-10
3269,315,Data & AI,960.88,2025-07-18,Cancelled,5,653,2024-12-08
3270,245,Marketing,2485.62,2025-05-03,Cancelled,6,2836,2025-04-29
3271,287,Content,1417.63,2025-04-30,Completed,11,1592,2025-12-17
3272,79,Data & AI,1384.62,2024-11-14,Cancelled,15,1891,2025-10-07
3273,895,Marketing,2144.64,2025-08-25,Open,12,817,2025-01-30
3274,535,Content,2458.96,2026-01-13,Completed,13,2028,2025-07-17
3275,922,Marketing,957.30,2026-03-12,Completed,5,2713,2026-01-04
3276,844,Cloud,1922.61,2024-12-18,Cancelled,15,2819,2024-09-16
3277,7,Content,2674.72,2025-07-14,Cancelled,1,2644,2024-10-04
3278,290,UI/UX,1599.82,2025-09-19,Open,11,1921,2025-12-02
3279,349,Marketing,2510.01,2024-05-04,Open,13,2571,2025-05-23
3280,1126,Cloud,1649.69,2026-01-27,Completed,4,803,2024-11-17
3281,393,Web Development,906.90,2024-07-13,Completed,6,2435,2025-05-12
3282,338,UI/UX,144.02,2025-12-27,Cancelled,12,2270,2025-02-22
3283,1112,Cloud,549.71,2025-01-03,Completed,7,1923,2024-09-14
3284,536,Content,1285.55,2024-10-11,Completed,1,2712,2025-06-22
3285,791,Marketing,2541.78,2025-04-05,Open,3,1242,2025-07-30
3286,216,Cloud,1208.41,2025-10-13,Cancelled,5,2938,2024-09-18
3287,636,Content,2232.90,2025-12-12,Completed,2,728,2024-10-27
3288,925,Data & AI,746.14,2026-02-27,Open,3,1730,2026-02-24
3289,287,Data & AI,2529.77,2025-10-23,Cancelled,4,1451,2025-09-13
3290,779,Data & AI,1137.01,2026-02-04,Cancelled,12,2876,2025-02-16
3291,928,UI/UX,138.46,2025-11-29,Open,2,1264,2025-06-13
3292,118,UI/UX,224.66,2026-02-09,Cancelled,11,2140,2024-11-18
3293,297,Marketing,2060.76,2025-04-11,Cancelled,7,2431,2024-11-03
3294,536,Cloud,2223.18,2024-06-18,Open,11,2672,2025-08-12
3295,585,Data & AI,2279.87,2025-11-14,Cancelled,6,564,2025-07-08
3296,707,Data & AI,158.90,2025-06-12,Open,10,504,2025-05-20
3297,1169,Web Development,784.05,2026-01-20,Completed,9,1469,2025-10-09
3298,1088,Marketing,1032.06,2024-07-29,Completed,9,1435,2025-10-10
3299,673,Content,1847.69,2025-09-17,Open,1,1387,2025-01-19
3300,139,Marketing,1823.50,2024-05-06,Open,8,76,2025-03-06
3301,713,Cloud,1138.22,2024-06-14,Cancelled,13,2736,2024-12-09
3302,556,UI/UX,628.53,2025-05-04,Cancelled,8,480,2025-09-04
3303,563,Marketing,2028.59,2025-08-06,Completed,12,2025,2025-06-30
3304,290,Cloud,2268.27,2024-06-18,Completed,2,1455,2025-04-09
3305,592,Content,952.67,2026-02-20,Cancelled,15,1135,2024-12-02
3306,76,Marketing,230.57,2025-08-30,Open,15,435,2024-08-02
3307,785,Data & AI,824.76,2026-01-29,Open,9,2291,2026-02-13
3308,839,UI/UX,2035.19,2025-10-10,Cancelled,5,968,2025-06-13
3309,807,Marketing,1811.08,2025-05-28,Completed,8,242,2025-03-21
3310,608,Web Development,1545.77,2024-10-19,Completed,7,470,2024-09-25
3311,1035,Web Development,2847.48,2024-07-25,Cancelled,13,2141,2026-01-13
3312,458,Web Development,2134.59,2025-04-18,Open,5,285,2025-12-13
3313,261,Marketing,2864.74,2024-08-09,Completed,10,64,2026-01-21
3314,950,Marketing,1077.19,2025-10-20,Open,9,865,2025-06-22
3315,427,Data & AI,1351.36,2024-08-23,Completed,10,2300,2025-10-21
3316,251,UI/UX,2544.32,2025-06-29,Open,15,2941,2025-07-16
3317,1164,Data & AI,2886.89,2024-11-29,Open,14,123,2025-11-10
3318,753,Web Development,439.14,2025-09-27,Open,3,2518,2024-09-24
3319,266,UI/UX,278.23,2025-07-30,Cancelled,11,219,2025-05-15
3320,1010,UI/UX,858.87,2024-08-18,Cancelled,2,630,2024-07-23
3321,689,UI/UX,3022.13,2024-10-06,Completed,3,1559,2025-08-15
3322,862,Web Development,668.29,2024-11-13,Completed,5,680,2025-01-28
3323,683,Web Development,1986.05,2025-08-11,Cancelled,10,760,2025-01-26
3324,511,Content,2028.40,2024-11-19,Completed,6,1545,2025-01-01
3325,897,Cloud,1975.17,2025-01-27,Completed,4,342,2025-03-26
3326,285,Marketing,2924.55,2024-11-05,Cancelled,13,1969,2025-08-28
3327,121,UI/UX,1339.07,2025-11-13,Open,9,2049,2025-02-15
3328,232,UI/UX,1900.22,2024-11-29,Cancelled,11,1204,2025-11-24
3329,880,Content,2201.03,2024-05-27,Completed,2,918,2025-10-16
3330,300,Web Development,2673.93,2024-06-19,Cancelled,14,701,2024-07-31
3331,604,Marketing,644.49,2024-06-29,Cancelled,14,1545,2025-07-20
3332,979,UI/UX,2288.12,2024-11-01,Completed,14,2422,2025-07-23
3333,292,Cloud,1989.38,2024-11-26,Open,11,837,2024-08-01
3334,589,Cloud,1169.07,2024-05-21,Open,2,1059,2025-08-27
3335,1008,Data & AI,523.41,2025-09-23,Cancelled,15,817,2025-07-28
3336,379,Marketing,1062.16,2024-05-07,Open,13,2623,2024-11-30
3337,275,Marketing,709.86,2024-11-16,Cancelled,11,2926,2025-07-11
3338,688,UI/UX,2899.70,2024-04-26,Cancelled,9,118,2026-03-12
3339,446,Data & AI,297.19,2025-12-24,Open,1,1538,2026-01-17
3340,963,Data & AI,1161.01,2024-05-29,Open,3,455,2026-02-09
3341,1083,UI/UX,1503.73,2025-02-20,Open,3,608,2025-11-18
3342,94,Content,2411.16,2025-09-02,Cancelled,9,677,2024-10-09
3343,472,Cloud,137.04,2024-06-12,Cancelled,14,1320,2024-10-07
3344,931,UI/UX,574.09,2025-04-24,Open,9,2957,2025-04-07
3345,1088,UI/UX,380.57,2025-11-17,Cancelled,6,213,2024-11-05
3346,935,Cloud,1064.54,2024-08-11,Completed,2,470,2025-07-09
3347,806,Data & AI,2012.17,2025-04-20,Completed,6,1184,2024-11-10
3348,493,UI/UX,1361.61,2024-08-15,Open,13,17,2025-05-06
3349,10,Web Development,1177.33,2025-11-19,Completed,7,2970,2026-02-02
3350,422,UI/UX,2042.52,2026-01-25,Open,1,2758,2025-05-18
3351,382,Web Development,2395.45,2025-08-18,Open,1,1175,2025-09-28
3352,186,Marketing,354.24,2024-04-26,Cancelled,14,965,2026-01-26
3353,781,UI/UX,381.81,2024-07-25,Completed,10,2393,2025-08-07
3354,846,Content,118.78,2025-09-30,Completed,4,1210,2025-04-21
3355,538,Data & AI,1579.37,2025-05-06,Cancelled,9,1214,2024-09-16
3356,774,Cloud,1324.19,2024-04-12,Cancelled,2,2349,2025-10-12
3357,581,UI/UX,369.19,2024-11-07,Completed,2,1604,2025-01-30
3358,269,Data & AI,1602.67,2025-11-29,Cancelled,13,1441,2025-10-22
3359,10,UI/UX,1798.15,2024-08-30,Cancelled,9,2474,2024-07-29
3360,718,UI/UX,302.74,2025-11-29,Open,10,1583,2025-10-16
3361,620,Content,838.41,2025-08-24,Cancelled,2,333,2025-04-18
3362,111,UI/UX,892.22,2024-07-03,Completed,3,838,2024-08-31
3363,903,Data & AI,1286.88,2025-11-09,Cancelled,5,1960,2025-11-20
3364,151,Data & AI,2522.52,2025-05-28,Completed,1,1405,2025-05-17
3365,653,Content,1058.83,2024-09-01,Open,14,58,2025-02-28
3366,931,Marketing,560.81,2025-09-09,Open,2,913,2024-10-03
3367,979,Marketing,1690.24,2025-12-14,Open,6,1447,2024-09-16
3368,977,Cloud,1884.89,2024-10-19,Cancelled,2,900,2024-11-19
3369,754,Data & AI,1312.42,2024-07-09,Completed,9,1680,2025-10-13
3370,46,UI/UX,2632.88,2024-05-11,Open,12,1626,2025-09-13
3371,828,Web Development,2973.46,2025-07-04,Cancelled,1,2835,2026-02-15
3372,787,Marketing,2231.12,2024-08-17,Completed,3,709,2026-01-24
3373,387,UI/UX,630.63,2024-09-07,Completed,10,1214,2024-08-24
3374,776,Cloud,2793.47,2024-05-06,Open,7,1171,2025-12-15
3375,674,Cloud,2844.92,2024-10-21,Completed,2,23,2025-08-13
